SIM_SITIMO_CD;SIM_SITIMO_DS;CD_IMOVEL_URBANO;DT_VISTORIA;CD_VISTORIA
6;CERCADO;20151;14/11/2023;250749
1;VAGO;21501;05/12/2023;252324
3;OCUPADO;22132;13/07/2022;235488
2;OBSTRUIDO;22182;20/02/2020;218237
2;OBSTRUIDO;24319;15/08/2025;272094
6;CERCADO;30312;14/08/2025;272079
1;VAGO;47152;16/09/2022;237003
1;VAGO;48315;24/01/2022;232279
3;OCUPADO;51259;20/01/2021;223814
3;OCUPADO;52987;29/04/2025;269199
3;OCUPADO;53930;02/06/2023;243739
1;VAGO;53969;30/08/2022;236648
3;OCUPADO;54410;06/03/2023;241048
1;VAGO;54743;11/09/2024;263412
3;OCUPADO;55065;18/08/2021;228849
3;OCUPADO;55469;25/10/2022;238062
3;OCUPADO;55525;11/02/2020;217922
1;VAGO;55549;06/06/2024;258506
1;VAGO;55838;09/02/2026;277456
2;OBSTRUIDO;56796;28/01/2025;266500
2;OBSTRUIDO;56925;20/04/2020;218975
3;OCUPADO;57278;14/09/2022;236921
1;VAGO;57773;05/07/2023;244559
1;VAGO;57811;29/04/2024;257449
2;OBSTRUIDO;57814;12/11/2024;264907
3;OCUPADO;58050;01/06/2023;243663
3;OCUPADO;58103;26/05/2023;243518
3;OCUPADO;58104;26/05/2023;243519
3;OCUPADO;58166;03/06/2022;234813
2;OBSTRUIDO;59364;24/11/2025;275558
1;VAGO;59385;10/08/2020;220530
3;OCUPADO;59419;09/02/2021;224324
3;OCUPADO;59518;23/10/2025;274616
3;OCUPADO;59524;11/09/2025;272948
4;CONSTRUIDO;59530;19/01/2024;253850
3;OCUPADO;59772;25/11/2020;222567
2;OBSTRUIDO;59809;22/01/2026;276841
1;VAGO;60123;16/04/2020;218918
1;VAGO;60124;28/09/2020;221281
1;VAGO;60125;28/09/2020;221282
1;VAGO;60126;28/09/2020;221283
1;VAGO;60127;01/03/2020;218342
1;VAGO;60192;24/04/2024;257315
5;EM CONSTRUCAO;60246;04/04/2025;268554
1;VAGO;60271;24/04/2024;257316
4;CONSTRUIDO;60314;04/03/2020;218388
1;VAGO;60446;24/07/2020;220301
6;CERCADO;60463;05/07/2024;259660
1;VAGO;60627;23/05/2022;234607
6;CERCADO;60669;11/08/2023;246301
1;VAGO;60673;09/02/2023;240468
6;CERCADO;60941;17/03/2020;218690
3;OCUPADO;61045;23/02/2021;224576
6;CERCADO;61306;15/07/2020;220080
1;VAGO;61452;22/04/2025;268973
1;VAGO;61546;17/10/2025;274384
3;OCUPADO;61574;23/02/2021;224577
6;CERCADO;61582;16/05/2022;234445
5;EM CONSTRUCAO;61638;31/03/2023;241904
1;VAGO;61640;25/04/2023;242607
1;VAGO;61643;04/02/2022;232459
1;VAGO;61647;24/10/2024;264549
1;VAGO;61670;25/04/2023;242610
1;VAGO;61685;28/05/2025;269824
3;OCUPADO;61706;08/07/2025;270978
1;VAGO;61764;19/03/2024;256130
0;SITUACAO NAO CADASTRADA;62161;07/01/2021;223548
5;EM CONSTRUCAO;62178;05/05/2023;242961
2;OBSTRUIDO;62728;16/01/2025;266229
1;VAGO;62753;11/01/2023;239754
3;OCUPADO;62895;26/09/2024;263793
1;VAGO;63201;16/07/2024;261290
2;OBSTRUIDO;63208;17/03/2023;241393
1;VAGO;63209;09/01/2023;239709
1;VAGO;63212;20/04/2023;242408
6;CERCADO;63349;17/05/2024;258098
6;CERCADO;63350;17/05/2024;258099
6;CERCADO;63351;17/05/2024;258100
6;CERCADO;63352;17/05/2024;258101
5;EM CONSTRUCAO;63353;17/05/2024;258102
5;EM CONSTRUCAO;63354;17/05/2024;258103
1;VAGO;63355;17/05/2024;258105
2;OBSTRUIDO;63466;03/05/2023;242841
3;OCUPADO;63479;16/08/2023;246499
2;OBSTRUIDO;63482;07/04/2021;225672
3;OCUPADO;63514;17/09/2025;273247
2;OBSTRUIDO;63560;25/03/2020;218712
3;OCUPADO;63722;17/08/2020;220615
3;OCUPADO;63991;23/03/2023;241671
6;CERCADO;64140;28/12/2023;253286
3;OCUPADO;64217;02/03/2026;278090
1;VAGO;64348;01/06/2020;219405
1;VAGO;64350;25/10/2021;230799
1;VAGO;64359;21/06/2024;258885
1;VAGO;64381;19/05/2023;243402
1;VAGO;64438;08/12/2023;252957
3;OCUPADO;64691;31/05/2021;226633
6;CERCADO;64998;21/09/2021;229844
1;VAGO;65001;21/09/2021;229845
2;OBSTRUIDO;65203;07/06/2021;226754
1;VAGO;65213;26/06/2025;270512
1;VAGO;65278;12/04/2024;257027
1;VAGO;65397;09/04/2025;268748
4;CONSTRUIDO;65439;10/10/2024;264053
1;VAGO;65608;31/01/2022;232409
1;VAGO;65609;31/01/2022;232410
1;VAGO;65610;31/01/2022;232411
1;VAGO;65613;16/12/2025;276196
1;VAGO;65615;16/12/2025;276197
1;VAGO;65616;16/10/2025;274421
1;VAGO;65617;16/12/2025;276198
1;VAGO;65618;31/01/2022;232419
2;OBSTRUIDO;65619;30/10/2025;274828
2;OBSTRUIDO;65626;30/10/2025;274885
2;OBSTRUIDO;65627;30/10/2025;274886
2;OBSTRUIDO;65628;30/11/2025;274888
2;OBSTRUIDO;65631;07/01/2026;276427
2;OBSTRUIDO;65632;07/01/2026;276428
2;OBSTRUIDO;65633;07/01/2026;276429
2;OBSTRUIDO;65634;08/01/2026;276472
2;OBSTRUIDO;65635;08/01/2026;276473
2;OBSTRUIDO;65636;08/01/2026;276474
2;OBSTRUIDO;65637;08/01/2026;276475
2;OBSTRUIDO;65638;08/01/2026;276476
2;OBSTRUIDO;65639;30/10/2025;274837
2;OBSTRUIDO;65640;30/10/2025;274838
2;OBSTRUIDO;65641;30/10/2025;274839
1;VAGO;65648;30/10/2025;274846
1;VAGO;65649;30/10/2025;274847
1;VAGO;65650;16/03/2023;241279
1;VAGO;65651;16/03/2023;241280
1;VAGO;65652;16/03/2023;241281
1;VAGO;65653;16/03/2023;241284
1;VAGO;65654;16/03/2023;241285
1;VAGO;65655;16/03/2023;241287
1;VAGO;65656;16/03/2023;241288
1;VAGO;65658;26/03/2025;268362
1;VAGO;65659;16/03/2023;241282
1;VAGO;65660;16/03/2023;241292
1;VAGO;65673;26/02/2024;255369
1;VAGO;65674;02/01/2023;239605
3;OCUPADO;65802;23/05/2022;234639
3;OCUPADO;65804;23/05/2022;234641
3;OCUPADO;65806;23/05/2022;234642
3;OCUPADO;65808;23/05/2022;234643
1;VAGO;65858;29/08/2022;236609
2;OBSTRUIDO;65860;29/08/2022;236610
6;CERCADO;65863;31/10/2023;250018
6;CERCADO;65864;31/10/2023;250021
3;OCUPADO;65897;08/07/2025;270800
5;EM CONSTRUCAO;65898;23/04/2025;269036
4;CONSTRUIDO;65915;08/07/2022;235462
3;OCUPADO;65922;11/02/2021;224383
3;OCUPADO;65924;19/02/2021;224460
3;OCUPADO;65930;09/01/2025;266022
6;CERCADO;65954;16/10/2025;274423
6;CERCADO;65956;20/04/2022;233979
3;OCUPADO;65961;25/03/2025;268368
3;OCUPADO;66019;12/03/2024;255966
3;OCUPADO;66021;31/10/2024;264579
3;OCUPADO;66022;09/03/2022;233033
2;OBSTRUIDO;66033;03/11/2022;238266
6;CERCADO;66308;30/11/2022;238751
2;OBSTRUIDO;66310;30/11/2022;238752
4;CONSTRUIDO;66315;07/04/2022;233612
3;OCUPADO;66317;07/04/2022;233613
3;OCUPADO;66319;07/04/2022;233614
3;OCUPADO;66321;07/04/2022;233615
4;CONSTRUIDO;66323;07/04/2022;233617
4;CONSTRUIDO;66325;07/04/2022;233616
1;VAGO;66329;21/06/2023;244161
2;OBSTRUIDO;66330;30/01/2024;254380
3;OCUPADO;66335;31/07/2024;261871
3;OCUPADO;66362;01/09/2025;272545
6;CERCADO;66378;08/12/2023;252848
2;OBSTRUIDO;66424;11/11/2024;264838
3;OCUPADO;66426;30/06/2022;235343
3;OCUPADO;66455;23/04/2025;269011
3;OCUPADO;66456;03/05/2023;242874
2;OBSTRUIDO;66476;10/06/2024;258546
3;OCUPADO;66481;18/01/2022;232200
3;OCUPADO;66485;13/01/2022;232122
2;OBSTRUIDO;66491;08/09/2025;272769
6;CERCADO;66509;14/06/2023;243963
1;VAGO;66510;14/06/2023;243964
3;OCUPADO;66514;30/01/2023;240177
2;OBSTRUIDO;66520;15/09/2023;247570
2;OBSTRUIDO;66522;28/12/2023;253295
2;OBSTRUIDO;66524;14/06/2023;243967
2;OBSTRUIDO;66525;07/10/2022;244670
2;OBSTRUIDO;66526;14/06/2023;243966
2;OBSTRUIDO;66527;14/06/2023;243972
2;OBSTRUIDO;66528;14/06/2023;243965
2;OBSTRUIDO;66530;14/06/2023;243971
2;OBSTRUIDO;66531;10/02/2023;240514
2;OBSTRUIDO;66532;10/02/2023;240515
2;OBSTRUIDO;66533;13/10/2022;237779
2;OBSTRUIDO;66534;13/10/2022;237778
2;OBSTRUIDO;66535;13/10/2022;237780
2;OBSTRUIDO;66536;10/02/2023;240512
2;OBSTRUIDO;66537;13/10/2022;237781
2;OBSTRUIDO;66538;10/02/2023;240513
2;OBSTRUIDO;66539;13/10/2022;237782
1;VAGO;66541;20/12/2024;265828
6;CERCADO;66543;03/11/2022;238261
6;CERCADO;66545;03/11/2022;238264
3;OCUPADO;66546;08/01/2025;266016
6;CERCADO;66547;03/11/2022;238265
6;CERCADO;66549;24/04/2023;242521
6;CERCADO;66550;31/10/2023;250030
1;VAGO;66551;31/10/2023;250031
6;CERCADO;66552;31/10/2023;250032
2;OBSTRUIDO;66553;07/01/2025;266093
3;OCUPADO;66555;07/01/2025;266094
6;CERCADO;66557;07/01/2025;266096
6;CERCADO;66559;29/07/2025;271513
6;CERCADO;66561;29/07/2025;271514
6;CERCADO;66563;29/07/2025;271515
3;OCUPADO;66564;10/11/2025;275142
3;OCUPADO;66565;29/07/2025;271516
4;CONSTRUIDO;66566;14/01/2026;276636
6;CERCADO;66597;25/11/2025;275625
6;CERCADO;66598;14/06/2023;243968
6;CERCADO;66599;14/06/2023;243969
1;VAGO;66601;12/02/2025;267049
1;VAGO;66603;12/02/2025;267050
1;VAGO;66605;12/02/2025;267051
2;OBSTRUIDO;66606;04/09/2024;263272
2;OBSTRUIDO;66607;12/02/2025;267052
2;OBSTRUIDO;66608;04/09/2024;263273
6;CERCADO;66609;24/02/2025;267436
2;OBSTRUIDO;66610;04/09/2024;263268
3;OCUPADO;66611;21/02/2025;267397
1;VAGO;66612;07/01/2025;266097
1;VAGO;66613;14/11/2023;250726
1;VAGO;66614;14/11/2023;250731
1;VAGO;66615;14/11/2023;250736
6;CERCADO;66616;16/10/2025;274420
6;CERCADO;66617;26/01/2026;276966
3;OCUPADO;66619;20/02/2026;277692
1;VAGO;66622;11/11/2024;264883
1;VAGO;66623;22/08/2024;262708
1;VAGO;66624;17/04/2024;257173
1;VAGO;66625;20/12/2024;265829
1;VAGO;66626;17/04/2024;257180
3;OCUPADO;66627;24/02/2025;267435
2;OBSTRUIDO;66628;17/04/2024;257178
2;OBSTRUIDO;66693;04/09/2024;263243
1;VAGO;66701;20/12/2022;239436
2;OBSTRUIDO;66703;20/12/2022;239435
2;OBSTRUIDO;66705;20/12/2022;239434
1;VAGO;66800;08/06/2022;234990
1;VAGO;66801;20/03/2023;241477
1;VAGO;66802;08/06/2022;234987
1;VAGO;66803;20/03/2023;241478
1;VAGO;66804;08/06/2022;234986
3;OCUPADO;66805;03/07/2025;270736
3;OCUPADO;66806;03/07/2025;270739
1;VAGO;66807;20/03/2023;241480
1;VAGO;66808;08/06/2022;234983
1;VAGO;66809;03/07/2025;270742
1;VAGO;66810;08/06/2022;234981
1;VAGO;66811;15/12/2020;222977
3;OCUPADO;66870;09/11/2021;231003
3;OCUPADO;66871;09/11/2021;231004
3;OCUPADO;66872;09/11/2021;231005
3;OCUPADO;66873;09/11/2021;231006
3;OCUPADO;66874;09/11/2021;231007
3;OCUPADO;66875;09/11/2021;231008
3;OCUPADO;66876;09/11/2021;231009
3;OCUPADO;66877;09/11/2021;231010
3;OCUPADO;66878;09/11/2021;231011
3;OCUPADO;66879;09/11/2021;231012
3;OCUPADO;66880;09/11/2021;231013
3;OCUPADO;66881;09/11/2021;231014
3;OCUPADO;66882;09/11/2021;231015
3;OCUPADO;66883;09/11/2021;231016
3;OCUPADO;66884;09/11/2021;231017
3;OCUPADO;66885;09/11/2021;231018
3;OCUPADO;66886;09/11/2021;231019
3;OCUPADO;66887;09/11/2021;231020
3;OCUPADO;66888;09/11/2021;231021
3;OCUPADO;66889;09/11/2021;231022
6;CERCADO;66930;13/07/2020;220061
1;VAGO;66931;29/04/2020;219059
6;CERCADO;66932;13/07/2020;220062
1;VAGO;66933;29/04/2020;219061
1;VAGO;66934;29/04/2020;219062
6;CERCADO;66935;29/04/2020;219063
1;VAGO;66936;29/04/2020;219064
1;VAGO;66937;29/04/2020;219065
1;VAGO;66938;29/04/2020;219066
1;VAGO;66939;29/04/2020;219067
1;VAGO;66940;29/04/2020;219068
1;VAGO;66941;29/04/2020;219069
1;VAGO;66942;29/04/2020;219070
3;OCUPADO;66943;25/03/2025;268314
2;OBSTRUIDO;67008;02/12/2020;222610
1;VAGO;67060;22/08/2025;272423
1;VAGO;67062;12/11/2024;264870
1;VAGO;67063;12/11/2024;264871
1;VAGO;67064;12/11/2024;264872
1;VAGO;67065;12/11/2024;264873
1;VAGO;67066;05/07/2023;244539
1;VAGO;67067;05/07/2023;244548
1;VAGO;67068;05/07/2023;244540
1;VAGO;67069;05/07/2023;244547
1;VAGO;67070;05/07/2023;244541
1;VAGO;67071;05/07/2023;244546
2;OBSTRUIDO;67072;21/06/2023;244165
1;VAGO;67073;05/07/2023;244545
2;OBSTRUIDO;67074;21/06/2023;244166
1;VAGO;67075;05/07/2023;244544
2;OBSTRUIDO;67076;21/06/2023;244167
1;VAGO;67077;05/07/2023;244543
2;OBSTRUIDO;67078;21/06/2023;244168
1;VAGO;67079;05/07/2023;244542
3;OCUPADO;67182;11/03/2022;233096
1;VAGO;67315;10/02/2023;240516
2;OBSTRUIDO;67316;24/07/2023;245375
2;OBSTRUIDO;67317;24/07/2023;245376
1;VAGO;67318;05/12/2023;252331
1;VAGO;67319;05/12/2023;252333
3;OCUPADO;67388;25/02/2022;232918
3;OCUPADO;68649;17/02/2025;267225
1;VAGO;68651;17/02/2025;267224
1;VAGO;68792;06/10/2025;274009
1;VAGO;71485;15/08/2023;246411
1;VAGO;71724;08/06/2021;226765
1;VAGO;72973;12/03/2021;224945
2;OBSTRUIDO;75094;13/03/2024;255980
2;OBSTRUIDO;75120;16/07/2021;228084
2;OBSTRUIDO;75126;19/07/2024;261349
1;VAGO;75316;17/06/2020;219547
2;OBSTRUIDO;75545;18/12/2019;216590
1;VAGO;75548;07/01/2026;276488
1;VAGO;75559;23/02/2023;240778
1;VAGO;75569;23/09/2021;230043
1;VAGO;75587;01/10/2020;221401
1;VAGO;75589;01/10/2020;221403
2;OBSTRUIDO;75590;07/06/2024;258600
1;VAGO;75591;01/10/2020;221402
2;OBSTRUIDO;75593;01/11/2022;238204
2;OBSTRUIDO;76355;16/02/2023;240699
1;VAGO;76356;15/02/2023;240633
3;OCUPADO;76359;18/06/2025;270367
1;VAGO;76367;11/11/2020;222346
1;VAGO;76368;13/02/2023;240531
1;VAGO;76370;02/12/2024;265297
2;OBSTRUIDO;76404;18/09/2023;247674
1;VAGO;76410;24/04/2023;242458
1;VAGO;76413;14/08/2023;246388
1;VAGO;77126;21/10/2022;237949
1;VAGO;77162;06/12/2023;252500
1;VAGO;77183;15/08/2023;246412
2;OBSTRUIDO;77206;25/04/2025;269157
2;OBSTRUIDO;77208;25/04/2025;269155
1;VAGO;77209;25/08/2025;272378
1;VAGO;77210;20/08/2025;272279
1;VAGO;77211;18/12/2024;265674
3;OCUPADO;77404;08/11/2023;250024
3;OCUPADO;77810;20/05/2025;269632
1;VAGO;78073;11/11/2020;222345
2;OBSTRUIDO;78480;21/03/2023;241488
2;OBSTRUIDO;78481;21/03/2023;241489
2;OBSTRUIDO;78482;19/04/2023;242402
1;VAGO;78483;13/10/2022;237804
5;EM CONSTRUCAO;79113;15/05/2020;219197
1;VAGO;79749;15/01/2020;217179
3;OCUPADO;80338;08/10/2024;263985
1;VAGO;80351;17/10/2022;237831
2;OBSTRUIDO;80651;07/01/2025;266026
3;OCUPADO;80656;12/09/2025;273178
1;VAGO;80657;08/11/2024;264789
1;VAGO;80678;13/12/2021;231604
1;VAGO;80679;11/03/2025;267838
1;VAGO;80680;12/04/2021;225770
1;VAGO;80682;01/09/2021;229406
1;VAGO;80685;09/05/2025;269370
1;VAGO;81062;10/08/2022;236205
1;VAGO;81064;26/04/2023;242774
1;VAGO;81065;26/04/2023;242773
3;OCUPADO;81068;03/02/2023;240325
1;VAGO;81069;27/01/2023;240146
2;OBSTRUIDO;81070;27/01/2023;240147
1;VAGO;81073;08/06/2021;226782
1;VAGO;81076;08/06/2021;226781
1;VAGO;81078;14/06/2023;243957
1;VAGO;81079;08/06/2021;226779
1;VAGO;81081;17/07/2023;244924
2;OBSTRUIDO;81085;17/05/2021;226321
1;VAGO;81087;06/12/2023;252499
3;OCUPADO;81089;27/05/2025;269945
1;VAGO;81099;09/06/2020;219490
1;VAGO;81100;09/06/2020;219491
1;VAGO;81101;10/06/2020;219496
1;VAGO;81102;10/06/2020;219497
1;VAGO;81354;27/01/2023;240143
2;OBSTRUIDO;81571;20/03/2024;256174
1;VAGO;81572;20/03/2024;256175
1;VAGO;81581;19/01/2024;253852
1;VAGO;81582;14/07/2022;235524
1;VAGO;81851;03/10/2024;263987
1;VAGO;81860;25/09/2025;273587
1;VAGO;81863;04/07/2025;270745
1;VAGO;81867;18/12/2024;265685
1;VAGO;81928;04/07/2025;270747
1;VAGO;81930;08/07/2025;270798
1;VAGO;81931;08/07/2025;270799
1;VAGO;81933;15/02/2023;240631
1;VAGO;81934;19/11/2025;275547
1;VAGO;81939;03/09/2025;272623
1;VAGO;81940;20/03/2024;256207
2;OBSTRUIDO;82054;08/06/2021;226777
3;OCUPADO;82266;03/10/2025;273944
3;OCUPADO;82267;18/11/2021;231173
3;OCUPADO;82286;13/06/2022;235051
2;OBSTRUIDO;82317;22/05/2024;258219
3;OCUPADO;82318;26/01/2021;224027
3;OCUPADO;82323;31/05/2022;234796
3;OCUPADO;82324;31/05/2022;234795
1;VAGO;87500;04/12/2020;222824
1;VAGO;87501;26/08/2024;262828
1;VAGO;87503;09/08/2021;228553
2;OBSTRUIDO;87504;09/08/2021;228549
1;VAGO;101842;18/08/2020;220659
1;VAGO;101843;18/08/2020;220660
2;OBSTRUIDO;101844;18/08/2020;220661
1;VAGO;101845;26/10/2022;238079
1;VAGO;101851;22/07/2022;235669
3;OCUPADO;102100;07/01/2021;223608
1;VAGO;106267;09/02/2026;277457
1;VAGO;112737;10/04/2024;256882
1;VAGO;112739;25/03/2025;268165
1;VAGO;112740;10/04/2024;256885
1;VAGO;112741;10/04/2024;256887
6;CERCADO;114074;10/04/2024;256889
4;CONSTRUIDO;114075;16/10/2025;274353
3;OCUPADO;114076;21/06/2024;258874
3;OCUPADO;114077;21/06/2024;258875
3;OCUPADO;114078;21/06/2024;258877
3;OCUPADO;114079;21/06/2024;258878
3;OCUPADO;114080;21/06/2024;258879
3;OCUPADO;114081;21/06/2024;258880
6;CERCADO;114087;10/04/2024;256892
1;VAGO;132932;18/08/2020;220665
3;OCUPADO;143871;25/10/2022;238063
3;OCUPADO;145397;11/05/2022;234378
1;VAGO;145473;27/10/2020;221874
1;VAGO;146203;06/10/2025;274012
3;OCUPADO;151611;09/02/2021;224325
2;OBSTRUIDO;152867;08/07/2024;259255
1;VAGO;154088;21/09/2021;229842
2;OBSTRUIDO;154097;23/02/2024;255153
2;OBSTRUIDO;154098;10/09/2024;263401
1;VAGO;154116;24/03/2025;268176
2;OBSTRUIDO;154117;12/02/2025;267059
2;OBSTRUIDO;154118;23/04/2021;225950
1;VAGO;154135;30/01/2024;254464
3;OCUPADO;155123;22/11/2024;265062
3;OCUPADO;155139;26/07/2021;228280
3;OCUPADO;155141;02/12/2020;222671
2;OBSTRUIDO;155144;16/05/2023;243220
3;OCUPADO;155164;22/05/2025;269848
1;VAGO;155165;11/03/2025;267885
3;OCUPADO;155166;23/10/2025;274709
2;OBSTRUIDO;155168;07/04/2022;233704
3;OCUPADO;155169;19/07/2022;235560
3;OCUPADO;155170;19/07/2022;235561
2;OBSTRUIDO;155190;11/03/2024;255891
3;OCUPADO;155194;07/02/2020;217872
2;OBSTRUIDO;155218;24/01/2023;240039
3;OCUPADO;156720;14/08/2023;246375
3;OCUPADO;156721;02/08/2024;261992
2;OBSTRUIDO;156724;20/12/2024;265824
2;OBSTRUIDO;156726;30/08/2022;236633
1;VAGO;156727;30/08/2022;236632
3;OCUPADO;156728;18/11/2024;265017
2;OBSTRUIDO;156729;11/03/2024;255893
1;VAGO;156732;08/09/2022;236807
1;VAGO;156776;30/10/2023;249681
1;VAGO;156791;16/06/2021;226982
2;OBSTRUIDO;156792;31/03/2025;268446
6;CERCADO;156809;30/01/2026;277166
1;VAGO;156814;23/12/2020;223222
2;OBSTRUIDO;156815;23/12/2020;223223
3;OCUPADO;156822;06/03/2023;241023
3;OCUPADO;158423;09/06/2025;270170
4;CONSTRUIDO;164223;27/01/2021;224002
1;VAGO;165919;23/09/2020;221222
5;EM CONSTRUCAO;166177;17/12/2025;276234
2;OBSTRUIDO;166190;23/04/2021;225935
1;VAGO;166467;23/09/2023;248010
1;VAGO;166477;11/03/2024;255889
1;VAGO;166502;22/05/2024;258216
1;VAGO;166503;26/08/2024;262830
1;VAGO;166506;18/12/2020;223071
1;VAGO;166507;10/08/2022;236195
2;OBSTRUIDO;166508;18/12/2020;223072
3;OCUPADO;166509;09/01/2025;266020
3;OCUPADO;166778;06/08/2025;271793
1;VAGO;166780;11/03/2020;218548
1;VAGO;166977;08/07/2025;270784
1;VAGO;166994;12/03/2020;218578
1;VAGO;167192;15/01/2020;217175
2;OBSTRUIDO;167535;23/04/2021;225934
1;VAGO;167541;03/12/2020;222683
1;VAGO;167544;20/10/2021;230745
1;VAGO;167545;20/10/2021;230746
1;VAGO;167566;16/06/2020;219615
2;OBSTRUIDO;167569;08/06/2021;226764
1;VAGO;167570;16/06/2020;219616
1;VAGO;168308;08/07/2025;270786
1;VAGO;168312;14/07/2022;235510
1;VAGO;168329;06/07/2020;219930
1;VAGO;168330;02/05/2023;242782
2;OBSTRUIDO;168331;02/05/2023;242784
1;VAGO;168332;06/07/2020;219934
1;VAGO;168333;06/07/2020;219935
1;VAGO;168334;06/07/2020;219936
1;VAGO;168335;15/01/2020;217178
2;OBSTRUIDO;168346;11/03/2024;255892
3;OCUPADO;168372;03/11/2021;230920
2;OBSTRUIDO;168776;07/11/2024;264678
1;VAGO;169099;14/09/2021;229632
5;EM CONSTRUCAO;169108;05/11/2025;275086
2;OBSTRUIDO;169124;05/12/2023;252343
6;CERCADO;169126;26/05/2022;234708
3;OCUPADO;169131;30/01/2024;254488
6;CERCADO;169133;30/01/2024;254489
1;VAGO;169189;11/08/2023;246312
6;CERCADO;169642;16/04/2020;218921
3;OCUPADO;170079;20/09/2024;263674
1;VAGO;180917;30/01/2024;254466
1;VAGO;180959;03/10/2024;263965
2;OBSTRUIDO;180981;04/03/2021;224735
1;VAGO;181042;10/06/2024;258541
6;CERCADO;181045;05/07/2024;259202
1;VAGO;181082;02/05/2022;234208
1;VAGO;181083;02/05/2022;234207
1;VAGO;181084;02/05/2022;234205
2;OBSTRUIDO;181097;25/05/2023;243503
2;OBSTRUIDO;181101;21/05/2020;219244
1;VAGO;181102;05/12/2023;252358
2;OBSTRUIDO;181103;21/05/2020;219245
1;VAGO;181104;05/12/2023;252360
2;OBSTRUIDO;181105;21/05/2020;219246
1;VAGO;181109;21/06/2023;244155
1;VAGO;181110;21/06/2023;244157
1;VAGO;181111;21/06/2023;244160
1;VAGO;181112;01/08/2023;245735
1;VAGO;181113;13/01/2025;266163
1;VAGO;181154;01/08/2023;245726
1;VAGO;181155;21/06/2023;244152
1;VAGO;181156;21/06/2023;244153
2;OBSTRUIDO;181157;27/06/2023;244338
1;VAGO;182316;21/05/2020;219243
3;OCUPADO;183115;11/02/2020;217924
6;CERCADO;183116;11/02/2020;217925
3;OCUPADO;183117;11/02/2020;217926
3;OCUPADO;183118;11/02/2020;217927
3;OCUPADO;183173;30/08/2022;236629
3;OCUPADO;183174;30/08/2022;236630
3;OCUPADO;183175;30/08/2022;236631
1;VAGO;184954;12/06/2023;243952
1;VAGO;185050;23/04/2024;257323
1;VAGO;185059;22/05/2024;258213
1;VAGO;185067;13/12/2023;253026
1;VAGO;185072;26/10/2023;249624
1;VAGO;185147;04/02/2022;232491
1;VAGO;185152;25/04/2025;269145
1;VAGO;185155;15/01/2020;217169
1;VAGO;185156;16/07/2021;228053
1;VAGO;185157;11/03/2024;255882
2;OBSTRUIDO;185162;23/04/2024;257324
2;OBSTRUIDO;185163;23/04/2024;257325
1;VAGO;185169;07/01/2025;266045
1;VAGO;185170;07/01/2025;266046
1;VAGO;185171;07/01/2025;266047
1;VAGO;185172;26/08/2024;262831
1;VAGO;185173;27/01/2026;277046
1;VAGO;185175;27/01/2026;277048
1;VAGO;185176;27/01/2026;277049
1;VAGO;185178;27/01/2026;277051
1;VAGO;185179;27/01/2026;277052
1;VAGO;185180;23/01/2026;276953
2;OBSTRUIDO;185338;15/02/2023;240637
1;VAGO;185344;07/03/2025;267759
1;VAGO;185402;02/07/2025;270626
1;VAGO;185475;12/09/2022;236886
1;VAGO;185476;29/01/2024;254219
1;VAGO;185477;26/10/2021;230843
1;VAGO;185478;29/01/2024;254220
2;OBSTRUIDO;185479;05/02/2025;266816
1;VAGO;185488;11/05/2021;226207
1;VAGO;185494;25/04/2025;269159
1;VAGO;185496;28/06/2021;227244
1;VAGO;185499;01/07/2025;270629
1;VAGO;185501;25/04/2025;269152
1;VAGO;185502;25/04/2025;269153
1;VAGO;185503;01/07/2025;270631
1;VAGO;185505;01/07/2025;270633
1;VAGO;185833;24/09/2024;263726
1;VAGO;185841;11/03/2022;233132
1;VAGO;185842;11/03/2022;233137
1;VAGO;185847;18/06/2020;219623
2;OBSTRUIDO;185848;06/06/2022;234841
1;VAGO;185855;09/01/2023;239712
2;OBSTRUIDO;185858;09/01/2023;239715
1;VAGO;185859;03/10/2024;263988
1;VAGO;185863;10/10/2024;264150
1;VAGO;185868;12/09/2025;272933
2;OBSTRUIDO;185872;24/02/2022;232892
1;VAGO;185875;12/09/2025;272935
1;VAGO;185876;20/01/2026;276830
1;VAGO;185879;18/12/2024;265680
1;VAGO;185880;20/03/2023;241469
1;VAGO;185881;20/03/2023;241482
1;VAGO;185884;20/03/2023;241473
1;VAGO;185895;05/02/2025;266811
1;VAGO;185896;05/02/2025;266812
1;VAGO;185901;02/10/2025;273861
1;VAGO;185905;19/09/2025;273325
6;CERCADO;185915;01/12/2021;231353
2;OBSTRUIDO;185916;03/11/2021;230919
1;VAGO;185923;29/05/2025;269927
1;VAGO;186397;19/11/2025;275527
1;VAGO;186398;19/11/2025;275526
1;VAGO;186401;28/05/2025;269960
1;VAGO;186402;05/02/2025;266820
1;VAGO;186403;12/06/2023;243953
1;VAGO;186404;09/11/2021;230989
1;VAGO;186406;20/01/2026;276833
1;VAGO;186423;17/03/2023;241371
1;VAGO;186424;17/03/2023;241373
1;VAGO;186425;17/03/2023;241374
1;VAGO;186426;17/03/2023;241375
1;VAGO;186430;09/06/2025;270149
1;VAGO;186431;10/04/2025;268791
1;VAGO;186433;10/04/2025;268787
1;VAGO;186435;10/04/2025;268784
1;VAGO;186440;09/01/2023;239710
1;VAGO;186449;04/12/2024;265384
