CD_IMOVEL;SETOR;CIDADE;COD_DESTINACAO_IMOVEL;ANO_VENDA;EDITAL_VENDA;ITEM_EDITAL;VALOR_LAUDO;VALOR_VENDA;AREA_MAX_CONSTR;AREA_MAXIMA;AREA;QTD_OFERTAS
600954;CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;2025;1;94;1500000;1620010.99;2019.94;5251.844;2019.94;1
600955;CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;2025;1;95;1340000;1341000;1775.43;4616.118;1775.43;1
839451;SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;2025;2;1;261000;421000;805.72;805.72;402.86;4
181113;SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;2025;2;4;2030000;2130000.85;2000;6000;1000;1
66553;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2025;2;5;79600;220000;315;315;210;12
66555;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2025;2;6;79600;230000.99;315;315;210;9
66557;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2025;2;7;79600;215999;315;315;210;4
66612;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2025;2;8;79600;165000;315;315;210;2
846136;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;10;319000;342925;425.1;425.1;425.1;1
846137;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;11;335000;361130;471.75;471.75;471.75;1
846138;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;12;320000;345280;428.58;428.58;428.58;2
846150;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;15;318000;337154;422.29;422.29;422.29;3
846151;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;16;324000;324100.1;439.07;439.07;439.07;1
846152;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;17;348000;360000;511.52;511.52;511.52;4
846165;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;18;352000;358000;524.05;524.05;524.05;2
846188;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;21;317000;328999;420;420;420;1
846189;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;22;382000;412258.6;618.7;618.7;618.7;1
846268;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;23;329000;334526;453.4;453.4;453.4;1
846271;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;26;329000;360801;456;456;456;2
846354;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;29;357000;360000.01;540.02;540.02;540.02;2
846355;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;30;333000;341000.01;465.91;465.91;465.91;2
846356;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;31;317000;321000;420;420;420;1
846357;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;2;32;317000;320999.99;420;420;420;1
807374;PARANOÁ PARQUE;PARANOA;60221;2025;2;33;936000;1480000;1843.758;3318.764;1843.758;5
242107;RECANTO DAS EMAS;RECANTO DAS EMAS;60216;2025;2;35;178000;261000;326.916;363.24;181.62;2
833098;SUBCENTRO URBANO 400/600;RECANTO DAS EMAS;60222;2025;2;45;4700000;6800000;14832.918;24721.53;8240.51;5
818966;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60227;2025;2;51;258000;261000;280;400;200;1
508371;CENTRO URBANO;SAMAMBAIA;60217;2025;2;54;505000;509000;550;825;275;1
508428;CENTRO URBANO;SAMAMBAIA;60217;2025;2;58;448000;468300;720;720;240;3
508429;CENTRO URBANO;SAMAMBAIA;60217;2025;2;59;448000;450050.99;720;720;240;1
508430;CENTRO URBANO;SAMAMBAIA;60217;2025;2;60;448000;450050.99;720;720;240;1
508431;CENTRO URBANO;SAMAMBAIA;60217;2025;2;61;448000;450050.99;720;720;240;1
193918;QN-SAMAMBAIA;SAMAMBAIA;60217;2025;2;64;158000;170009.99;200;350;100;2
564999;QR-SAMAMBAIA;SAMAMBAIA;60217;2025;2;66;845000;1510000;1406.02;2460.535;703.01;3
565002;QR-SAMAMBAIA;SAMAMBAIA;60217;2025;2;67;855000;1510000;1423.24;2490.67;711.62;3
193652;QS-SAMAMBAIA;SAMAMBAIA;60217;2025;2;68;158000;162001.01;200;350;100;2
80651;QS-SAMAMBAIA;SAMAMBAIA;60217;2025;2;69;596000;1250000;1112;2224;556;3
459612;QN-SAMAMBAIA;SAMAMBAIA;60219;2025;2;71;73100;82500;200;300;100;1
456929;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;2;74;73100;100000;200;300;100;2
193881;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;2;78;144000;144001.01;255;382.5;127.5;1
193885;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;2;82;189000;191000;361.12;541.68;180.56;2
195446;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;2;83;1520000;1528000;2800;4200;1400;1
185169;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;2;88;121000;146000;200;300;100;2
185170;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;2;89;121000;150000;200;300;100;2
185171;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;2;90;121000;121001;200;300;100;1
457171;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;2;91;73100;109000;200;300;100;2
238126;SETOR DE OFICINAS NORTE                      ;BRASILIA;60227;2025;3;2;342000;448200;175;175;125;5
212684;SETOR DE HAB COLETIVAS SUDOESTE              ;BRASILIA;60556;2025;3;3;2530000;2760000;1269.435;1269.435;846.29;2
807032;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60600;2025;3;4;7580000;7960000;2220;2220;740;1
807033;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60600;2025;3;5;6890000;7100000;2220;2220;740;1
807034;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60600;2025;3;6;6890000;7100000;2220;2220;740;1
56796;SETOR DE HAB/COLETIVA-AREAS OCTOGONAIS;BRASILIA;60674;2025;3;9;2040000;4120000;1200;1200;400;2
68651;SETOR NORTE                                  ;BRAZLANDIA;60224;2025;3;10;218000;259999;432;432;360;4
531199;SETOR R NORTE-CNR;CEILANDIA;60219;2025;3;11;24300;25000;90;90;30;2
595696;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;3;14;260000;435000;345.6;345.6;144;8
595697;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;3;15;260000;415000;345.6;345.6;144;15
595698;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;3;16;260000;416728.99;345.6;345.6;144;15
595699;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;3;17;260000;410000;345.6;345.6;144;12
595700;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;3;18;260000;403535.94;345.6;345.6;144;15
595744;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;3;19;301000;479211;408.432;408.432;170.18;14
846113;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;21;317000;343033.43;421.2;421.2;421.2;2
846114;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;22;335000;350000;470.6;470.6;470.6;1
846125;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;23;317000;322001.1;420;420;420;1
846126;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;24;335000;346600;472.27;472.27;472.27;2
846127;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;25;317000;322211;420;420;420;1
846128;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;26;394000;452200;662.16;662.16;662.16;1
846141;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;28;317000;322000;420;420;420;3
846161;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;30;317000;325550;420;420;420;1
846162;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;31;357000;360033.79;539.19;539.19;539.19;1
846164;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;33;370000;382111.11;578.83;578.83;578.83;1
846263;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;34;317000;317099;420.54;420.54;420.54;1
846358;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;41;323000;325000;437.34;437.34;437.34;1
846359;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;3;42;324000;326500;440.65;440.65;440.65;1
62728;SETOR DE OFICINAS                            ;PLANALTINA;60227;2025;3;46;227000;351000;500;750;250;4
242277;RECANTO DAS EMAS;RECANTO DAS EMAS;60216;2025;3;48;374000;411000;819.864;910.96;455.48;3
529044;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2025;3;49;51600;102500;129.674;129.674;56.38;9
529051;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2025;3;50;763000;771100.99;1838.7;2553.75;1021.5;1
479013;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2025;3;52;189300;190000;90;115;50;2
809572;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2025;3;55;428000;451101.01;438.508;939.66;313.22;4
809573;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2025;3;56;425000;432000;434.476;931.02;310.34;2
195428;QR-SAMAMBAIA;SAMAMBAIA;60214;2025;3;60;114000;131500;210;210;105;3
508432;CENTRO URBANO;SAMAMBAIA;60217;2025;3;61;448000;500000;720;720;240;3
185895;QN-SAMAMBAIA;SAMAMBAIA;60217;2025;3;64;927000;1457000;1908;3243.6;954;1
185896;QN-SAMAMBAIA;SAMAMBAIA;60217;2025;3;65;649000;1190000;1218;2436;609;3
186402;QS-SAMAMBAIA;SAMAMBAIA;60217;2025;3;67;131000;171613;200;350;100;2
186480;QN-SAMAMBAIA;SAMAMBAIA;60219;2025;3;71;146000;158300;200;300;100;3
455637;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;3;72;121000;145013.13;200;300;100;1
456927;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;3;73;73100;115000;200;300;100;7
193632;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;3;74;146000;206522;200;300;100;3
188787;QN-SAMAMBAIA;SAMAMBAIA;60220;2025;3;77;745000;761000;1630;2445;815;1
185479;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;3;78;341000;346000;708.04;1062.06;354.02;1
455309;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;3;79;121000;211000;200;300;100;6
193310;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;3;80;386000;387000;812.48;1218.72;406.24;1
193871;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;3;81;641000;761000;1393.34;2090.01;696.67;1
463830;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;3;82;121000;190000;200;300;100;5
814761;BAIRRO RESIDENCIAL OESTE;SAO SEBASTIAO;60216;2025;3;83;829000;950000;1555.238;1866.285;622.095;1
245385;DESENVOLVIMENTO  ECONOMICO  M/NORTE;TAGUATINGA;60227;2025;3;87;330000;380000;333.38;500.07;166.69;3
112739;SETOR DE HABITACOES INDIVIDUAIS NORTE        ;BRASILIA;60211;2025;5;3;1570000;1695824;1120;1120;800;1
589801;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60598;2025;5;6;276000;731100;20;20;20;6
154117;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2025;5;7;376000;378000;756;1134;378;1
65898;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2025;5;9;113000;300000.01;480.375;480.375;320.25;9
66455;SETOR INDUSTRIAL I                           ;CEILANDIA;60221;2025;5;10;70000;76999.99;360;360;180;2
66601;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2025;5;11;79600;241999;315;315;210;5
66603;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2025;5;12;79600;241999;315;315;210;4
66605;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2025;5;13;79600;261999;315;315;210;7
66607;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2025;5;14;79600;261999;315;315;210;7
595982;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;18;260000;440022.01;345.6;345.6;144;19
595766;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;19;260000;440000.13;345.6;345.6;144;18
595788;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;20;260000;367000;345.6;345.6;144;5
595789;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;21;260000;306000;345.6;345.6;144;1
595790;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;22;260000;305100;345.6;345.6;144;2
595791;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;23;260000;282100;345.6;345.6;144;1
595792;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;24;260000;271200;345.6;345.6;144;1
595794;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;25;295000;426000;399.6;399.6;166.5;7
595795;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;26;295000;305200;399.6;399.6;166.5;1
595798;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;27;260000;280000;345.6;345.6;144;2
595799;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;28;260000;331500;345.6;345.6;144;3
595801;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;5;29;260000;321500;345.6;345.6;144;2
846143;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;5;35;317000;317555.55;420;420;420;1
846149;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;5;36;329000;348741.11;455.36;455.36;455.36;2
846158;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;5;37;317000;325590.01;420;420;420;1
846159;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;5;38;317000;325590.01;420;420;420;1
846166;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;5;39;317000;321000;420;420;420;1
846177;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;5;41;330000;340590.01;456.36;456.36;456.36;1
846178;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;5;42;333000;340590.01;465.53;465.53;465.53;1
846187;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;5;44;317000;322000.18;420;420;420;2
846298;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;5;47;357000;375100;538.95;538.95;538.95;1
599079;SETOR RESIDENCIAL LESTE (SRL);PLANALTINA;60216;2025;5;53;44400;78500;120;120;60;3
472368;AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;2025;5;55;232000;233333.33;750.72;750.72;187.68;1
472781;AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;2025;5;56;191000;232100.15;605.6;605.6;151.4;1
466645;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;5;71;73100;73101;200;300;100;1
466646;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;5;72;73100;73100;200;300;100;1
466647;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;5;73;73100;74251;200;300;100;2
457881;QN-SAMAMBAIA;SAMAMBAIA;60220;2025;5;74;121000;155459.15;200;300;100;3
243343;QN-SAMAMBAIA;SAMAMBAIA;60220;2025;5;76;515000;710000;1871.14;2806.71;935.57;2
185344;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;77;176000;281250;329.36;494.04;164.68;9
455965;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;78;121000;126999.99;200;300;100;2
455966;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;79;121000;126999.99;200;300;100;2
456939;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;80;73100;122000;200;300;100;2
456940;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;81;73100;130535.5;200;300;100;4
191900;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;82;1170000;1960000;2587.72;3881.58;1293.86;7
461572;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;83;282000;350000;575;862.5;287.5;2
461574;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;84;293000;294011.11;600;900;300;1
461575;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;85;425000;426111.11;900;1350;450;1
239841;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;86;82900;115000;100;150;50;2
467302;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;87;331000;480000;685.92;1028.88;342.96;5
467303;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;5;88;289000;361008;590.06;885.09;295.03;2
524979;AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;2025;5;90;195300;369900;240;240;120;7
246201;SANTA MARIA                                  ;SANTA MARIA;60217;2025;5;91;1140000;1140000;1120;3200;800;1
807035;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60600;2025;6;1;6890000;6907111;2220;2220;740;1
807036;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60600;2025;6;2;7580000;7700111;2220;2220;740;1
198722;SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;2025;6;3;154000;185000;500;500;250;5
198723;SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;2025;6;4;154000;185090.89;500;500;250;6
198724;SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;2025;6;5;154000;172599.99;500;500;250;5
198725;SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;2025;6;6;154000;235111.11;500;500;250;5
198726;SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;2025;6;7;154000;210000;500;500;250;4
198721;SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2025;6;9;273000;300000.99;500;750;250;2
198733;SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2025;6;10;273000;367300;500;750;250;2
155164;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2025;6;11;376000;438999.99;756;1134;378;3
155165;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2025;6;12;423000;483999.99;871.5;1307.25;435.75;5
198734;SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60220;2025;6;13;341000;401000;500;1000;250;1
198742;SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60220;2025;6;19;341000;341100;500;1000;250;1
493408;SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60227;2025;6;24;144000;210000;300;300;150;3
65658;SETOR INDUSTRIAL I                           ;CEILANDIA;60227;2025;6;25;38500;51150;120;120;60;4
507520;SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;2025;6;29;233000;250000;256.2;409.92;256.2;1
595752;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;6;30;315000;329700;431.088;431.088;179.62;2
595753;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;6;31;298000;441022.01;404.736;404.736;168.64;7
595718;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;6;32;295000;426900;399.6;399.6;166.5;9
595719;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;6;33;295000;487694.99;399.6;399.6;166.5;29
595720;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;6;34;288000;491090.99;388.8;388.8;162;28
595691;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60220;2025;6;38;533000;535000;432;432;144;1
846107;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;6;41;363000;415113.94;557.99;557.99;557.99;2
846140;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;6;44;317000;322000;420;420;420;1
846153;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;6;47;317000;319856.36;420;420;420;1
846154;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;6;48;317000;327748.79;420;420;420;2
846174;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;6;51;317000;320001;420;420;420;2
846175;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;6;52;317000;319836.99;420;420;420;1
846350;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;6;57;342000;345510.33;493.96;493.96;493.96;1
846361;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;JARDIM BOTÂNICO;285;2025;6;60;324000;327500;440.65;440.65;440.65;1
558890;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60221;2025;6;61;2010000;2123999.89;3600;3600;1000;1
807367;PARANOÁ PARQUE;PARANOA;60221;2025;6;64;1230000;1242500;2424.67;4364.406;2424.67;1
245151;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2025;6;74;616000;710000;1300.23;1805.875;722.35;1
455057;QUADRA DE OFICINAS;RIACHO FUNDO;60227;2025;6;76;289000;411111.11;280;400;200;4
808760;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;2025;6;77;120000;190000.01;128.31;183.3;91.65;4
186511;QN-SAMAMBAIA;SAMAMBAIA;60217;2025;6;82;447300;587000;300;525;150;2
80679;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;6;84;121000;125005.1;200;300;100;1
81089;QS-SAMAMBAIA;SAMAMBAIA;60219;2025;6;85;744000;890010;1338.5;2007.75;669.25;1
458309;QN-SAMAMBAIA;SAMAMBAIA;60220;2025;6;86;122940;123000;150;225;75;1
460830;QN-SAMAMBAIA;SAMAMBAIA;60220;2025;6;87;288000;351000;588.8;883.2;294.4;4
188782;QN-SAMAMBAIA;SAMAMBAIA;60220;2025;6;90;602000;803000.33;1304;1956;652;3
188783;QN-SAMAMBAIA;SAMAMBAIA;60220;2025;6;91;1190000;2000001;2650.12;3975.18;1325.06;3
188784;QN-SAMAMBAIA;SAMAMBAIA;60220;2025;6;92;664000;1163000.33;1445.18;2167.77;722.59;3
242692;QS-SAMAMBAIA;SAMAMBAIA;60220;2025;6;94;73100;100000;200;300;100;9
600939;CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;2025;6;98;750000;755000;919.47;2390.622;919.47;1
600950;CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;2025;6;99;1900000;2120000;2639.79;6863.454;2639.79;3
52987;SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60214;2025;8;2;153000;225950;500;500;250;6
154116;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2025;8;11;376000;385000;756;1134;378;5
156792;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2025;8;12;402000;515999.99;819;1228.5;409.5;1
61706;SETOR SUL                                    ;GAMA;60215;2025;8;13;149000;150200;625;625;312.5;2
507509;SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;2025;8;17;233000;251250;256.2;409.92;256.2;1
595728;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;8;18;260000;325520;345.6;345.6;144;6
595729;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;8;19;260000;417300;345.6;345.6;144;9
595730;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;8;20;260000;389000.77;345.6;345.6;144;8
595731;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;8;21;260000;399000.99;345.6;345.6;144;17
595733;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;8;22;260000;433000;345.6;345.6;144;18
595784;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;8;23;295000;495990;399.336;399.336;166.39;6
595785;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;8;24;299000;492990;405.696;405.696;169.04;6
595843;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2025;8;25;265000;445111.99;352.8;352.8;147;16
