DS_SETOR;DS_CIDADE;COD_DESTINACAO_IMOVEL;EDITAL_VENDA;ITEM_EDITAL;VALOR_LAUDO;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS;SITUACAO_VISTORIA;AGIO_ABSOLUTO;AGIO_PERCENTUAL
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;11/2023;10;74400;83900.0;315.0;315.0;210.0;1;OBSTRUIDO;9500.0;12.768817204301076
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;11/2023;11;74400;106000.0;315.0;315.0;210.0;2;OBSTRUIDO;31600.0;42.473118279569896
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;11/2023;13;214000;322222.22;1400.0;1400.0;700.0;8;VAGO;108222.21999999997;50.57113084112148
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2023;14;259000;373333.33;360.0;360.0;150.0;3;VAGO;114333.33000000002;44.14414285714287
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2023;15;259000;339000.0;360.0;360.0;150.0;4;VAGO;80000.0;30.888030888030887
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2023;16;252000;369000.0;349.2;349.2;145.5;8;VAGO;117000.0;46.42857142857143
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2023;17;276000;367777.77;387.48;387.48;161.45;7;VAGO;91777.77000000002;33.252815217391316
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2023;18;276000;401101.5;387.48;387.48;161.45;6;VAGO;125101.5;45.32663043478261
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2023;19;305000;431101.5;434.52;434.52;181.05;8;VAGO;126101.5;41.34475409836065
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;11/2023;20;364000;602905.23;530.952;530.952;221.23;12;VAGO;238905.22999999998;65.63330494505493
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;29;301000;303000.0;420.0;420.0;420.0;1;VAGO;2000.0;0.6644518272425249
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;33;318000;330000.0;470.69;470.69;470.69;2;VAGO;12000.0;3.7735849056603774
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;34;351000;372500.0;577.53;577.53;577.53;3;VAGO;21500.0;6.1253561253561255
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;36;301000;309000.0;420.0;420.0;420.0;1;VAGO;8000.0;2.6578073089700998
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;37;301000;309000.0;420.0;420.0;420.0;1;VAGO;8000.0;2.6578073089700998
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;39;315000;315789.46;460.92;460.92;460.92;1;VAGO;789.460000000021;0.25062222222222885
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;44;324000;333800.0;487.92;487.92;487.92;1;VAGO;9800.0;3.0246913580246915
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;48;304000;308389.0;427.64;427.64;427.64;1;VAGO;4389.0;1.44375
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;49;305000;310000.0;430.77;430.77;430.77;1;VAGO;5000.0;1.639344262295082
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;55;301000;308000.0;420.0;420.0;420.0;1;VAGO;7000.0;2.3255813953488373
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;63;338000;339000.0;532.27;532.27;532.27;1;VAGO;1000.0;0.2958579881656805
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;67;301000;302000.0;420.0;420.0;420.0;1;VAGO;1000.0;0.33222591362126247
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;75;301000;306704.22;420.0;420.0;420.0;1;VAGO;5704.219999999972;1.8950897009966685
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;76;301000;311525.5;420.0;420.0;420.0;1;VAGO;10525.5;3.496843853820598
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;78;301000;308525.0;420.0;420.0;420.0;1;VAGO;7525.0;2.5
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;80;338000;351234.57;532.27;532.27;532.27;1;VAGO;13234.570000000007;3.9155532544378717
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;11/2023;81;338000;353001.0;532.27;532.27;532.27;1;VAGO;15001.0;4.438165680473373
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;11/2023;92;130000;135000.0;300.0;270.0;150.0;1;VAGO;5000.0;3.8461538461538463
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;11/2023;97;706000;750000.0;2088.1;1879.29;1044.05;1;OBSTRUIDO;44000.0;6.232294617563739
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;11/2023;98;137000;147777.77;345.0;270.0;150.0;1;VAGO;10777.76999999999;7.8669854014598455
QN-SAMAMBAIA;SAMAMBAIA;60217;11/2023;103;155000;205001.0;350.0;200.0;100.0;3;OBSTRUIDO;50001.0;32.258709677419354
QN-SAMAMBAIA;SAMAMBAIA;60217;11/2023;104;155000;235000.0;350.0;200.0;100.0;2;VAGO;80000.0;51.61290322580645
QS-SAMAMBAIA;SAMAMBAIA;60218;11/2023;107;938000;958000.0;3150.0;2100.0;1050.0;1;VAGO;20000.0;2.1321961620469083
QS-SAMAMBAIA;SAMAMBAIA;60219;11/2023;110;143000;145600.0;300.0;200.0;100.0;1;OBSTRUIDO;2600.0;1.8181818181818181
QS-SAMAMBAIA;SAMAMBAIA;60219;11/2023;111;143000;145600.0;300.0;200.0;100.0;1;VAGO;2600.0;1.8181818181818181
BAIRRO CRIXÁ;SAO SEBASTIAO;60223;11/2023;120;1070000;1111000.0;1961.336;1089.631;1089.631;1;VAGO;41000.0;3.8317757009345796
SETOR HABITACIONAL VICENTE PIRES - TRECHO 01;VICENTE PIRES;60214;11/2023;123;565000;581003.49;1617.0;1617.0;808.5;1;OCUPADO;16003.48999999999;2.8324761061946884
SETOR HABITACIONAL VICENTE PIRES - TRECHO 03;VICENTE PIRES;60214;11/2023;125;180000;310000.0;518.12;518.12;259.06;3;OCUPADO;130000.0;72.22222222222221
BAIRRO AGUAS CLARAS;TAGUATINGA;60217;13/2023;1;8350000;15893000.0;10500.0;7500.0;1500.0;2;VAGO;7543000.0;90.33532934131736
BAIRRO AGUAS CLARAS;TAGUATINGA;60220;13/2023;2;7500000;13623000.0;9000.0;5400.0;1800.0;3;OBSTRUIDO;6123000.0;81.64
SETOR DE HAB COLETIVAS SUDOESTE              ;BRASILIA;60556;13/2023;4;645000;2160000.0;864.0;864.0;576.0;5;VAGO;1515000.0;234.88372093023258
SETOR DE HAB COLETIVAS SUDOESTE              ;BRASILIA;60556;13/2023;5;971000;2498000.0;1269.435;1269.435;846.29;1;VAGO;1527000.0;157.2605561277034
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1898;13/2023;7;8490000;8560000.0;4395.6;4395.6;1998.0;2;VAGO;70000.0;0.8244994110718492
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60602;13/2023;9;5710000;7704200.0;300.0;300.0;1200.0;2;VAGO;1994200.0;34.9246935201401
SETOR DE MANSOES DO LAGO-INTERNA;BRASILIA;60212;13/2023;11;2160000;2188888.89;4000.0;4000.0;5000.0;1;CERCADO;28888.89000000013;1.3374486111111172
SETOR R NORTE-CNR;CEILANDIA;60215;13/2023;13;19600;27000.0;60.0;60.0;25.0;8;VAGO;7400.0;37.755102040816325
SETOR INDUSTRIAL I                           ;CEILANDIA;60221;13/2023;15;66300;121119.0;366.0;366.0;183.0;2;OBSTRUIDO;54819.0;82.68325791855203
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;13/2023;17;74400;101000.0;315.0;315.0;210.0;3;CERCADO;26600.0;35.752688172043015
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;13/2023;18;74400;110500.0;315.0;315.0;210.0;4;VAGO;36100.0;48.52150537634409
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;13/2023;19;74400;101000.0;315.0;315.0;210.0;2;CERCADO;26600.0;35.752688172043015
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;13/2023;20;74400;128300.0;315.0;315.0;210.0;3;VAGO;53900.0;72.44623655913979
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;13/2023;21;74400;125300.0;315.0;315.0;210.0;3;VAGO;50900.0;68.41397849462365
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;13/2023;22;74400;132500.0;315.0;315.0;210.0;3;VAGO;58100.0;78.09139784946237
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;13/2023;23;214000;341000.22;1400.0;1400.0;700.0;5;VAGO;127000.21999999997;59.34589719626167
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;13/2023;24;214000;341000.22;1400.0;1400.0;700.0;5;VAGO;127000.21999999997;59.34589719626167
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;13/2023;25;214000;341000.22;1400.0;1400.0;700.0;7;VAGO;127000.21999999997;59.34589719626167
SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60227;13/2023;26;174000;222694.99;400.0;400.0;200.0;1;OCUPADO;48694.98999999999;27.9856264367816
SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;13/2023;27;254000;279400.0;576.0;360.0;360.0;3;CERCADO;25400.0;10.0
SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;13/2023;28;241000;277150.0;500.88;313.05;313.05;2;VAGO;36150.0;15.0
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;1000;13/2023;29;189000;503150.0;45.0;45.0;45.0;4;CONSTRUIDO;314150.0;166.21693121693121
SETOR HABITACIONAL ITAPOA - ITAPOA PARQUE - AV. ITAPOA PARQUE;ITAPOÃ;60222;13/2023;32;271000;521000.0;756.0;756.0;840.0;2;VAGO;250000.0;92.25092250922509
SETOR HABITACIONAL ITAPOA - ITAPOA PARQUE - AV. ITAPOA PARQUE;ITAPOÃ;60222;13/2023;33;271000;378000.0;756.0;756.0;840.0;1;VAGO;107000.0;39.48339483394834
SETOR HABITACIONAL ITAPOA - ITAPOA PARQUE - AV. ITAPOA PARQUE;ITAPOÃ;60222;13/2023;34;271000;385000.0;756.0;756.0;840.0;2;VAGO;114000.0;42.066420664206646
SETOR HABITACIONAL ITAPOA - ITAPOA PARQUE - AV. ITAPOA PARQUE;ITAPOÃ;60222;13/2023;35;482000;1410000.0;1404.9;1404.9;1561.0;6;VAGO;928000.0;192.5311203319502
SETOR HABITACIONAL ITAPOA - ITAPOA PARQUE - AV. ITAPOA PARQUE;ITAPOÃ;60222;13/2023;36;271000;566000.0;756.0;756.0;840.0;2;VAGO;295000.0;108.8560885608856
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;37;337000;352204.75;531.28;531.28;531.28;5;VAGO;15204.75;4.511795252225519
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;38;304000;315099.99;427.45;427.45;427.45;2;VAGO;11099.98999999999;3.6513124999999973
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;39;335000;345005.0;524.79;524.79;524.79;2;VAGO;10005.0;2.9865671641791045
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;53;342000;350000.0;547.53;547.53;547.53;1;VAGO;8000.0;2.3391812865497075
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;56;301000;313013.13;420.0;420.0;420.0;1;VAGO;12013.130000000005;3.9910730897009987
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;57;301000;313013.13;420.0;420.0;420.0;1;VAGO;12013.130000000005;3.9910730897009987
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;58;313000;313001.0;455.91;455.91;455.91;1;VAGO;1.0;0.0003194888178913738
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;59;313000;313001.0;455.91;455.91;455.91;1;VAGO;1.0;0.0003194888178913738
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;66;304000;310000.99;427.97;427.97;427.97;3;VAGO;6000.989999999991;1.9740098684210494
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;69;304000;304000.0;427.97;427.97;427.97;1;VAGO;0.0;0.0
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;70;304000;304300.0;427.97;427.97;427.97;1;VAGO;300.0;0.09868421052631579
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;71;304000;304300.0;427.97;427.97;427.97;1;VAGO;300.0;0.09868421052631579
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;73;301000;340000.0;420.0;420.0;420.0;1;VAGO;39000.0;12.956810631229235
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;13/2023;74;301000;303999.99;420.0;420.0;420.0;1;VAGO;2999.9899999999907;0.996674418604648
SETOR HABITACIONAL RIACHO FUNDO              ;RIACHO FUNDO;60217;13/2023;101;2750000;2776543.0;8820.0;6300.0;2100.0;1;VAGO;26543.0;0.9652000000000001
SETOR HABITACIONAL RIACHO FUNDO              ;RIACHO FUNDO;60217;13/2023;102;2750000;3150000.0;8820.0;6300.0;2100.0;1;VAGO;400000.0;14.545454545454545
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;13/2023;104;275000;275000.0;578.49;269.962;192.83;1;OCUPADO;0.0;0.0
ADE OESTE - EXPANSÃO RESIDENCIAL OESTE DE SAMAMBAIA;SAMAMBAIA;60216;13/2023;107;131000;150000.0;600.0;300.0;150.0;2;OCUPADO;19000.0;14.50381679389313
QN-SAMAMBAIA;SAMAMBAIA;60219;13/2023;108;143000;152090.0;300.0;200.0;100.0;2;OBSTRUIDO;9090.0;6.356643356643358
QN-SAMAMBAIA;SAMAMBAIA;60219;13/2023;109;49500;50000.0;150.0;100.0;50.0;4;VAGO;500.0;1.0101010101010102
QS-SAMAMBAIA;SAMAMBAIA;60219;13/2023;110;97100;98001.0;450.0;300.0;150.0;1;VAGO;901.0;0.9279093717816683
QS-SAMAMBAIA;SAMAMBAIA;60219;13/2023;117;72000;85500.0;300.0;200.0;100.0;1;VAGO;13500.0;18.75
QS-SAMAMBAIA;SAMAMBAIA;60219;13/2023;123;72000;80060.65;300.0;200.0;100.0;1;VAGO;8060.649999999994;11.195347222222214
QN-SAMAMBAIA;SAMAMBAIA;60220;13/2023;125;72000;122600.0;300.0;200.0;100.0;2;VAGO;50600.0;70.27777777777777
QS-SAMAMBAIA;SAMAMBAIA;60220;13/2023;126;119000;145000.0;300.0;200.0;100.0;1;VAGO;26000.0;21.84873949579832
AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;13/2023;129;93600;173600.0;210.0;210.0;105.0;3;VAGO;80000.0;85.47008547008546
BAIRRO CRIXÁ;SAO SEBASTIAO;60223;13/2023;131;1330000;1501000.0;2459.063;1366.146;1366.146;2;VAGO;171000.0;12.857142857142856
SETOR HABITACIONAL VICENTE PIRES - TRECHO 03;VICENTE PIRES;60214;13/2023;137;246000;321100.89;822.9;822.9;411.45;6;OCUPADO;75100.89000000001;30.52881707317074
SETOR HABITACIONAL VICENTE PIRES - TRECHO 03;VICENTE PIRES;60219;13/2023;138;574000;650000.0;1168.92;584.46;584.46;1;OCUPADO;76000.0;13.240418118466899
BAIRRO AGUAS CLARAS-QS;TAGUATINGA;60219;14/2023;1;1310000;2350000.23;2240.0;2240.0;1120.0;1;OBSTRUIDO;1040000.23;79.38933053435115
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;14/2023;3;19600000;22755000.0;6300.0;6300.0;1000.0;2;VAGO;3155000.0;16.096938775510203
SETOR DE SUPERQUADRAS DUPLA SUL              ;BRASILIA;60402;14/2023;16;4940000;6104200.0;261.25;261.25;1045.0;1;VAGO;1164200.0;23.566801619433196
SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;14/2023;23;3440000;3680000.0;12000.0;4000.0;2000.0;1;VAGO;240000.0;6.976744186046512
SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;14/2023;24;3440000;3680000.0;12000.0;4000.0;2000.0;1;VAGO;240000.0;6.976744186046512
SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;14/2023;29;928000;2500000.0;6138.0;2046.0;1023.0;4;OBSTRUIDO;1572000.0;169.39655172413794
SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;14/2023;30;928000;2575000.0;6138.0;2046.0;1023.0;7;OBSTRUIDO;1647000.0;177.47844827586206
SETOR INDUSTRIAL I                           ;CEILANDIA;60227;14/2023;31;64100;101000.02;240.0;240.0;120.0;7;VAGO;36900.020000000004;57.566333853354145
SETOR INDUSTRIAL I                           ;CEILANDIA;60227;14/2023;32;64100;101000.01;240.0;240.0;120.0;6;VAGO;36900.009999999995;57.5663182527301
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2023;33;260000;402000.0;362.04;362.04;150.85;8;VAGO;142000.0;54.61538461538461
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2023;34;259000;353000.0;360.0;360.0;150.0;7;VAGO;94000.0;36.293436293436294
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2023;35;259000;375010.0;360.0;360.0;150.0;3;OCUPADO;116010.0;44.79150579150579
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;14/2023;36;269000;381566.0;376.68;376.68;156.95;10;VAGO;112566.0;41.846096654275094
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60215;14/2023;37;282000;395000.0;398.304;398.304;165.96;6;VAGO;113000.0;40.0709219858156
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60215;14/2023;38;454000;600230.0;676.344;676.344;281.81;3;OBSTRUIDO;146230.0;32.209251101321584
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2023;45;304000;304000.0;427.64;427.64;427.64;1;VAGO;0.0;0.0
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2023;47;304000;308017.22;427.64;427.64;427.64;1;VAGO;4017.219999999972;1.321453947368412
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2023;48;301000;301500.0;420.0;420.0;420.0;1;VAGO;500.0;0.16611295681063123
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2023;49;301000;302000.0;420.0;420.0;420.0;1;VAGO;1000.0;0.33222591362126247
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2023;51;324000;342119.99;488.38;488.38;488.38;2;VAGO;18119.98999999999;5.592589506172837
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2023;52;301000;309500.0;420.0;420.0;420.0;1;VAGO;8500.0;2.823920265780731
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2023;62;320000;321500.0;475.64;475.64;475.64;2;VAGO;1500.0;0.46875
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2023;66;301000;316212.99;420.0;420.0;420.0;2;VAGO;15212.98999999999;5.054149501661127
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;14/2023;83;301000;302000.0;420.0;420.0;420.0;1;VAGO;1000.0;0.33222591362126247
AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;14/2023;101;140000;151000.0;451.8;451.8;112.95;1;CONSTRUIDO;11000.0;7.857142857142857
CENTRO URBANO;SAMAMBAIA;60217;14/2023;118;496000;532876.0;825.0;550.0;275.0;1;VAGO;36876.0;7.434677419354839
QS-SAMAMBAIA;SAMAMBAIA;60217;14/2023;124;155000;175000.0;350.0;200.0;100.0;1;OBSTRUIDO;20000.0;12.903225806451612
QN-SAMAMBAIA;SAMAMBAIA;60219;14/2023;129;376000;436000.0;1200.0;800.0;400.0;2;CERCADO;60000.0;15.957446808510639
QS-SAMAMBAIA;SAMAMBAIA;60219;14/2023;130;648000;648500.0;1769.19;1179.46;589.73;1;VAGO;500.0;0.07716049382716049
QS-SAMAMBAIA;SAMAMBAIA;60219;14/2023;131;807000;807050.0;2227.5;1485.0;742.5;1;VAGO;50.0;0.006195786864931847
QS-SAMAMBAIA;SAMAMBAIA;60220;14/2023;136;81800;95000.0;150.0;100.0;50.0;2;OBSTRUIDO;13200.0;16.13691931540342
BAIRRO RESIDENCIAL OESTE;SAO SEBASTIAO;60216;14/2023;141;821000;1049000.0;1887.525;1572.938;629.175;1;OBSTRUIDO;228000.0;27.77101096224117
BAIRRO CRIXÁ;SAO SEBASTIAO;60223;14/2023;144;942000;960000.0;1705.257;947.365;947.365;1;VAGO;18000.0;1.910828025477707
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1000;01/2024;2;202000;215000.0;20.0;20.0;20.0;1;VAGO;13000.0;6.435643564356436
SETOR O NORTE-ENTREQUADRA                    ;CEILANDIA;60222;01/2024;3;160000;213999.99;600.0;300.0;150.0;1;VAGO;53999.98999999999;33.749993749999994
SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;01/2024;5;218000;261600.0;378.88;236.8;236.8;2;VAGO;43600.0;20.0
SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;01/2024;6;218000;260600.0;378.88;236.8;236.8;1;VAGO;42600.0;19.541284403669724
POLO DE MODAS - SRIA/GUARA;GUARA;60216;01/2024;7;436000;449200.0;768.0;576.0;192.0;1;OCUPADO;13200.0;3.0275229357798166
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2024;8;337000;359099.0;531.28;531.28;531.28;3;VAGO;22099.0;6.557566765578635
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2024;9;304000;304000.0;427.45;427.45;427.45;1;VAGO;0.0;0.0
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2024;10;335000;337000.0;524.79;524.79;524.79;1;VAGO;2000.0;0.5970149253731344
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2024;16;301000;301500.0;420.0;420.0;420.0;2;VAGO;500.0;0.16611295681063123
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2024;19;341000;353000.0;541.65;541.65;541.65;1;VAGO;12000.0;3.519061583577713
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2024;35;301000;307000.99;420.0;420.0;420.0;1;VAGO;6000.989999999991;1.9936843853820565
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;01/2024;37;310000;317000.0;445.1;445.1;445.1;2;VAGO;7000.0;2.258064516129032
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;01/2024;39;597000;905000.0;1240.2;1240.2;826.8;3;OBSTRUIDO;308000.0;51.59128978224455
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;01/2024;40;639000;660000.0;1344.525;1344.525;896.35;1;OBSTRUIDO;21000.0;3.286384976525822
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;01/2024;42;580000;879000.0;1200.0;1200.0;800.0;4;VAGO;299000.0;51.55172413793103
PARANOÁ PARQUE;PARANOA;60221;01/2024;44;813000;1415000.0;3037.507;1687.504;1687.504;2;OBSTRUIDO;602000.0;74.04674046740467
PARANOÁ PARQUE;PARANOA;60221;01/2024;45;813000;1410000.0;3037.513;1687.507;1687.507;2;VAGO;597000.0;73.43173431734317
PARANOÁ PARQUE;PARANOA;60221;01/2024;46;804000;1580000.0;2993.413;1663.007;1663.007;2;VAGO;776000.0;96.51741293532339
PARANOÁ PARQUE;PARANOA;60221;01/2024;47;813000;1420000.0;3037.511;1687.506;1687.506;2;VAGO;607000.0;74.66174661746618
PARANOÁ PARQUE;PARANOA;60221;01/2024;48;813000;1400000.0;3037.509;1687.505;1687.505;2;VAGO;587000.0;72.20172201722018
PARANOÁ PARQUE;PARANOA;60221;01/2024;49;804000;1450000.0;2993.411;1663.006;1663.006;2;VAGO;646000.0;80.34825870646766
EXPANSÃO DO SETOR RESIDENCIAL LESTE;PLANALTINA;60316;01/2024;50;2010000;3810000.0;200.0;200.0;800.0;3;VAGO;1800000.0;89.55223880597015
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;01/2024;59;94000;165000.0;230.0;180.0;100.0;1;VAGO;71000.0;75.53191489361703
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;01/2024;63;617000;726000.05;1620.0;756.0;540.0;1;VAGO;109000.05000000005;17.66613452188007
