DS_SETOR;DS_CIDADE;COD_DESTINACAO_IMOVEL;EDITAL_VENDA;ITEM_EDITAL;VALOR_LAUDO;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS;SITUACAO_VISTORIA;AGIO_ABSOLUTO;AGIO_PERCENTUAL
QN-SAMAMBAIA;SAMAMBAIA;60219;01/2024;74;119000;120599.0;300.0;200.0;100.0;1;VAGO;1599.0;1.3436974789915967
QN-SAMAMBAIA;SAMAMBAIA;60219;01/2024;75;162000;201200.0;825.0;550.0;275.0;1;VAGO;39200.0;24.19753086419753
QN-SAMAMBAIA;SAMAMBAIA;60219;01/2024;81;143000;265100.0;300.0;200.0;100.0;2;VAGO;122100.0;85.38461538461539
QN-SAMAMBAIA;SAMAMBAIA;60219;01/2024;82;143000;211100.0;300.0;200.0;100.0;2;VAGO;68100.0;47.62237762237762
QS-SAMAMBAIA;SAMAMBAIA;60220;01/2024;84;119000;123000.0;300.0;200.0;100.0;2;VAGO;4000.0;3.361344537815126
QS-SAMAMBAIA;SAMAMBAIA;60220;01/2024;85;72000;72000.0;300.0;200.0;100.0;2;OBSTRUIDO;0.0;0.0
QS-SAMAMBAIA;SAMAMBAIA;60220;01/2024;90;72000;72000.0;300.0;200.0;100.0;1;VAGO;0.0;0.0
SANTA MARIA                                  ;SANTA MARIA;60217;01/2024;92;1700000;1778000.0;5811.16;2033.906;1452.79;1;OCUPADO;78000.0;4.588235294117647
BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;01/2024;94;547000;547015.0;1240.374;1137.01;413.458;1;OBSTRUIDO;15.0;0.0027422303473491776
BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;01/2024;96;532000;537700.0;1205.436;1104.983;401.812;1;VAGO;5700.0;1.0714285714285714
BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;01/2024;98;431000;437700.0;971.952;890.956;323.984;1;OBSTRUIDO;6700.0;1.554524361948956
CENTRO ORIENT. E EDUC. RURAL - COER;SOBRADINHO;60220;01/2024;100;680000;687000.0;2081.196;800.46;800.46;1;VAGO;7000.0;1.0294117647058822
SETOR HABITACIONAL VICENTE PIRES - TRECHO 03;VICENTE PIRES;60214;01/2024;108;130000;202525.0;316.96;316.96;158.48;5;OCUPADO;72525.0;55.78846153846154
SETOR HABITACIONAL VICENTE PIRES - TRECHO 03;VICENTE PIRES;60214;01/2024;109;130000;300000.0;315.46;315.46;157.73;4;OCUPADO;170000.0;130.76923076923077
SETOR DE EMBAIXADAS NORTE                    ;BRASILIA;60308;02/2024;12;15800000;20888000.0;9551.472;9551.472;7959.56;1;VAGO;5088000.0;32.20253164556962
SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;02/2024;14;2480000;2600000.0;8013.0;2671.0;1335.5;1;VAGO;120000.0;4.838709677419355
SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;02/2024;24;1070000;2250000.0;7326.0;2442.0;1221.0;1;OBSTRUIDO;1180000.0;110.28037383177569
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;02/2024;26;357000;360500.0;1134.0;756.0;378.0;1;VAGO;3500.0;0.9803921568627451
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;02/2024;27;74400;268000.0;315.0;315.0;210.0;3;OCUPADO;193600.0;260.21505376344084
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;02/2024;27;74400;268000.0;315.0;315.0;210.0;3;OCUPADO;193600.0;260.21505376344084
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;02/2024;28;250000;440000.0;345.6;345.6;144.0;20;VAGO;190000.0;76.0
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;02/2024;33;347000;350000.0;562.48;562.48;562.48;2;VAGO;3000.0;0.8645533141210375
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;02/2024;40;301000;301150.0;420.0;420.0;420.0;1;VAGO;150.0;0.04983388704318936
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;02/2024;43;301000;301012.12;420.0;420.0;420.0;1;VAGO;12.119999999995343;0.004026578073088154
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;02/2024;64;330000;333510.0;508.08;508.08;508.08;1;VAGO;3510.0;1.0636363636363637
PARANOÁ PARQUE;PARANOA;60223;02/2024;70;1050000;2261000.0;4201.94;2100.97;2100.97;4;VAGO;1211000.0;115.33333333333333
SETOR RESIDENCIAL LESTE (SRL);PLANALTINA;60216;02/2024;74;44400;52132.27;120.0;120.0;60.0;1;VAGO;7732.269999999997;17.415022522522516
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;02/2024;89;123000;124501.0;309.12;241.92;134.4;1;VAGO;1501.0;1.2203252032520324
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;02/2024;102;414000;414500.0;933.81;435.778;311.27;1;VAGO;500.0;0.12077294685990338
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;02/2024;103;413000;422000.0;930.0;434.0;310.0;1;VAGO;9000.0;2.1791767554479415
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;02/2024;106;392000;713000.99;876.81;409.178;292.27;6;OCUPADO;321000.99;81.88800765306122
QS-SAMAMBAIA;SAMAMBAIA;60219;02/2024;143;161000;211100.01;450.0;300.0;150.0;1;OBSTRUIDO;50100.01000000001;31.11801863354038
QS-SAMAMBAIA;SAMAMBAIA;60219;02/2024;152;203000;311111.11;600.0;400.0;200.0;1;VAGO;108111.10999999999;53.256704433497525
QN-SAMAMBAIA;SAMAMBAIA;60220;02/2024;159;99300;110000.0;225.0;150.0;75.0;1;VAGO;10700.0;10.775427995971802
QN-SAMAMBAIA;SAMAMBAIA;60220;02/2024;160;99300;110000.0;225.0;150.0;75.0;1;VAGO;10700.0;10.775427995971802
QN-SAMAMBAIA;SAMAMBAIA;60220;02/2024;161;99300;105000.0;225.0;150.0;75.0;1;VAGO;5700.0;5.740181268882175
QS-SAMAMBAIA;SAMAMBAIA;60220;02/2024;166;485000;526501.0;1579.5;1053.0;526.5;1;VAGO;41501.0;8.556907216494846
QS-SAMAMBAIA;SAMAMBAIA;60220;02/2024;167;129000;151100.01;336.0;224.0;112.0;1;VAGO;22100.01000000001;17.131790697674425
QS-SAMAMBAIA;SAMAMBAIA;60220;02/2024;172;2040000;2350000.0;6953.04;4635.36;2317.68;2;VAGO;310000.0;15.196078431372548
QS-SAMAMBAIA;SAMAMBAIA;60220;02/2024;177;413000;420000.0;1331.31;887.54;443.77;1;VAGO;7000.0;1.694915254237288
QS-SAMAMBAIA;SAMAMBAIA;60220;02/2024;178;406000;486600.0;1305.9;870.6;435.3;2;VAGO;80600.0;19.852216748768473
SETOR HABITACIONAL VICENTE PIRES - TRECHO 03;VICENTE PIRES;60214;02/2024;180;244000;410000.0;812.52;812.52;406.26;4;OCUPADO;166000.0;68.0327868852459
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60214;03/2024;3;253000;333001.0;867.78;347.112;433.89;4;CONSTRUIDO;80001.0;31.620948616600792
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60214;03/2024;6;243000;301400.9;831.54;332.616;415.77;2;CONSTRUIDO;58400.90000000002;24.033292181069967
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60214;03/2024;8;233000;365000.99;794.76;397.38;397.38;2;CONSTRUIDO;132000.99;56.65278540772532
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60214;03/2024;9;237000;299000.0;810.98;324.392;405.49;4;OCUPADO;62000.0;26.160337552742618
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60214;03/2024;10;229000;302280.0;783.28;391.64;391.64;2;OCUPADO;73280.0;32.0
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;03/2024;11;437000;470000.0;1566.28;626.512;783.14;1;CONSTRUIDO;33000.0;7.551487414187644
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;03/2024;12;468000;495540.0;1687.74;675.096;843.87;1;OCUPADO;27540.0;5.884615384615385
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;03/2024;13;226000;380000.0;769.34;384.67;384.67;5;OCUPADO;154000.0;68.14159292035397
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;03/2024;14;232000;232000.0;793.68;396.84;396.84;1;OCUPADO;0.0;0.0
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;03/2024;15;231000;381000.89;788.16;394.08;394.08;4;OCUPADO;150000.89;64.93545021645022
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;03/2024;17;436000;662720.0;1561.28;624.512;780.64;4;OCUPADO;226720.0;52.0
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;03/2024;18;435000;500000.0;1557.68;623.072;778.84;3;CONSTRUIDO;65000.0;14.942528735632186
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;03/2024;26;357000;401528.0;1134.0;756.0;378.0;2;OBSTRUIDO;44528.0;12.472829131652661
SETOR R NORTE-CNR;CEILANDIA;60219;03/2024;28;21700;71200.0;75.0;50.0;25.0;6;VAGO;49500.0;228.110599078341
SETOR INDUSTRIAL I                           ;CEILANDIA;60223;03/2024;29;617000;1521000.0;5000.0;5000.0;2500.0;7;VAGO;904000.0;146.515397082658
SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60224;03/2024;30;187000;210500.0;600.0;600.0;300.0;2;OCUPADO;23500.0;12.566844919786096
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2024;32;276000;330000.0;387.48;387.48;161.45;5;VAGO;54000.0;19.565217391304348
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2024;33;276000;550000.0;387.48;387.48;161.45;5;VAGO;274000.0;99.27536231884058
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2024;34;276000;392800.0;387.48;387.48;161.45;10;VAGO;116800.0;42.31884057971014
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2024;35;353000;556000.0;513.504;513.504;213.96;8;VAGO;203000.0;57.50708215297451
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2024;36;330000;472000.0;475.608;475.608;198.17;4;VAGO;142000.0;43.03030303030303
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2024;37;330000;445102.0;475.608;475.608;198.17;4;VAGO;115102.0;34.879393939393935
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2024;38;295000;396106.01;418.32;418.32;174.3;5;VAGO;101106.01000000001;34.27322372881356
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;03/2024;39;295000;396106.01;419.448;419.448;174.77;6;VAGO;101106.01000000001;34.27322372881356
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60215;03/2024;40;290000;452000.0;411.528;411.528;171.47;9;VAGO;162000.0;55.86206896551724
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60215;03/2024;41;295000;423506.01;419.448;419.448;174.77;3;VAGO;128506.01000000001;43.5613593220339
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60215;03/2024;42;295000;423506.01;418.32;418.32;174.3;1;VAGO;128506.01000000001;43.5613593220339
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60221;03/2024;43;1350000;1613000.0;3600.0;2700.0;900.0;2;VAGO;263000.0;19.48148148148148
SETOR DE INDUSTRIA E ABASTECIMENTO;GUARA;60223;03/2024;44;2250000;2506500.0;2970.05;1782.03;1188.02;3;OCUPADO;256500.0;11.4
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;03/2024;45;319000;330513.0;472.27;472.27;472.27;2;VAGO;11513.0;3.609090909090909
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;03/2024;52;301000;301080.0;420.0;420.0;420.0;1;VAGO;80.0;0.026578073089700997
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;03/2024;59;306000;306500.0;432.44;432.44;432.44;3;VAGO;500.0;0.16339869281045752
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;03/2024;69;301000;306126.0;420.0;420.0;420.0;1;VAGO;5126.0;1.7029900332225913
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;03/2024;82;137000;137777.77;345.0;270.0;150.0;1;VAGO;777.7699999999895;0.5677153284671457
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;03/2024;86;150000;159000.07;283.5;132.3;94.5;1;VAGO;9000.070000000007;6.000046666666671
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60223;03/2024;92;692000;826606.0;1540.356;937.608;669.72;1;VAGO;134606.0;19.451734104046242
ADE OESTE - EXPANSÃO RESIDENCIAL OESTE DE SAMAMBAIA;SAMAMBAIA;60216;03/2024;95;131000;132000.0;600.0;300.0;150.0;1;OCUPADO;1000.0;0.7633587786259541
CENTRO URBANO;SAMAMBAIA;60217;03/2024;97;479000;516100.0;792.0;528.0;264.0;1;VAGO;37100.0;7.745302713987474
QN-SAMAMBAIA;SAMAMBAIA;60217;03/2024;98;155000;236999.99;350.0;200.0;100.0;2;VAGO;81999.98999999999;52.903219354838704
QN-SAMAMBAIA;SAMAMBAIA;60219;03/2024;101;119000;119001.0;300.0;200.0;100.0;1;VAGO;1.0;0.0008403361344537816
QN-SAMAMBAIA;SAMAMBAIA;60220;03/2024;112;119000;126999.99;300.0;200.0;100.0;1;VAGO;7999.990000000005;6.722680672268912
QN-SAMAMBAIA;SAMAMBAIA;60220;03/2024;118;123000;128680.0;600.0;400.0;200.0;1;VAGO;5680.0;4.617886178861789
QS-SAMAMBAIA;SAMAMBAIA;60220;03/2024;119;119000;129700.0;300.0;200.0;100.0;1;VAGO;10700.0;8.991596638655462
QS-SAMAMBAIA;SAMAMBAIA;60220;03/2024;122;81800;91000.0;150.0;100.0;50.0;1;VAGO;9200.0;11.246943765281173
QS-SAMAMBAIA;SAMAMBAIA;60220;03/2024;123;81800;126600.0;150.0;100.0;50.0;1;VAGO;44800.0;54.76772616136919
AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;03/2024;130;122000;151000.0;300.0;300.0;150.0;2;OCUPADO;29000.0;23.770491803278688
BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;03/2024;131;528000;601999.99;1197.195;1097.429;399.065;2;VAGO;73999.98999999999;14.01514962121212
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60214;04/2024;1;230000;452962.56;787.14;393.57;393.57;7;OCUPADO;222962.56;96.94024347826087
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60214;04/2024;5;446000;566132.0;1601.66;640.664;800.83;1;CONSTRUIDO;120132.0;26.935426008968612
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60214;04/2024;6;444000;650000.0;1591.88;636.752;795.94;5;OCUPADO;206000.0;46.3963963963964
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;04/2024;8;234000;361000.0;801.62;320.648;400.81;4;OCUPADO;127000.0;54.27350427350427
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;04/2024;9;433000;467087.98;1548.86;619.544;774.43;1;OCUPADO;34087.97999999998;7.8725127020785175
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;04/2024;10;433000;461300.0;1550.02;620.008;775.01;2;OCUPADO;28300.0;6.5357967667436485
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;04/2024;13;230000;241001.3;785.02;392.51;392.51;2;CONSTRUIDO;11001.299999999988;4.783173913043473
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;04/2024;19;236000;311100.0;806.24;322.496;403.12;3;CONSTRUIDO;75100.0;31.822033898305087
CIDADE TRADICIONAL-SETOR ADMINISTRATIVO      ;BRAZLANDIA;60216;04/2024;22;441000;445000.0;1400.0;980.0;700.0;1;VAGO;4000.0;0.9070294784580499
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;04/2024;24;377000;427000.1;1212.75;808.5;404.25;1;OBSTRUIDO;50000.09999999998;13.262625994694954
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;04/2024;25;406000;501999.99;1323.0;882.0;441.0;1;OBSTRUIDO;95999.98999999999;23.645317733990147
SETOR DE MATERIAL DE CONSTRUCAO              ;CEILANDIA;60225;04/2024;26;264000;958000.0;1800.0;1800.0;900.0;14;OBSTRUIDO;694000.0;262.8787878787879
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;04/2024;27;311000;326550.0;449.12;449.12;449.12;1;VAGO;15550.0;5.0
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;04/2024;28;320000;336000.0;474.87;474.87;474.87;1;VAGO;16000.0;5.0
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;04/2024;31;338000;356361.0;532.27;532.27;532.27;4;VAGO;18361.0;5.4322485207100595
SETOR INDUSTRIAL BERNARDO SAYAO              ;NUCLEO BANDEIRANTE;60227;04/2024;60;743000;801130.61;517.5;382.5;225.0;2;OCUPADO;58130.609999999986;7.823769851951545
PARANOÁ PARQUE;PARANOA;60221;04/2024;63;916000;1505000.0;3237.536;1798.631;1798.631;2;VAGO;589000.0;64.30131004366812
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;04/2024;64;340000;400000.0;928.556;726.696;403.72;2;CONSTRUIDO;60000.0;17.647058823529413
CENTRO URBANO;SAMAMBAIA;60217;04/2024;70;596000;700000.0;1012.5;675.0;337.5;1;VAGO;104000.0;17.449664429530202
QS-SAMAMBAIA;SAMAMBAIA;60217;04/2024;73;1570000;2156000.0;4701.384;2765.52;1382.76;3;OBSTRUIDO;586000.0;37.324840764331206
QS-SAMAMBAIA;SAMAMBAIA;60217;04/2024;74;1870000;2582000.0;5594.802;3291.06;1645.53;2;VAGO;712000.0;38.074866310160424
QS-SAMAMBAIA;SAMAMBAIA;60217;04/2024;77;155000;216600.0;350.0;200.0;100.0;2;VAGO;61600.0;39.74193548387097
QN-SAMAMBAIA;SAMAMBAIA;60218;04/2024;78;1120000;3536000.0;3114.66;2076.44;1038.22;11;OBSTRUIDO;2416000.0;215.7142857142857
QN-SAMAMBAIA;SAMAMBAIA;60219;04/2024;79;119000;152500.0;300.0;200.0;100.0;1;VAGO;33500.0;28.15126050420168
QN-SAMAMBAIA;SAMAMBAIA;60219;04/2024;81;81800;250500.0;150.0;100.0;50.0;5;OCUPADO;168700.0;206.23471882640584
QS-SAMAMBAIA;SAMAMBAIA;60219;04/2024;82;156000;161000.0;433.5;289.0;144.5;1;VAGO;5000.0;3.205128205128205
QS-SAMAMBAIA;SAMAMBAIA;60219;04/2024;83;188000;188000.0;435.0;290.0;145.0;1;VAGO;0.0;0.0
SANTA MARIA                                  ;SANTA MARIA;60217;04/2024;87;346000;350000.0;600.0;210.0;150.0;1;OCUPADO;4000.0;1.1560693641618496
SETOR G SUL-QUADRA COMERCIAL                 ;TAGUATINGA;60218;04/2024;97;2052000;2360000.0;2790.0;1860.0;930.0;1;OCUPADO;308000.0;15.009746588693956
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;06/2024;6;463000;464000.0;1664.8;665.92;832.4;1;OCUPADO;1000.0;0.21598272138228944
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;06/2024;8;441000;441001.0;1582.26;632.904;791.13;1;OCUPADO;1.0;0.00022675736961451246
SETOR DE HABITACOES INDIVIDUAIS SUL          ;BRASILIA;1000;06/2024;12;226000;351009.0;17.5;17.5;17.5;6;VAGO;125009.0;55.3137168141593
SETOR DE HAB COLETIVAS SUDOESTE              ;BRASILIA;60556;06/2024;13;1020000;2303000.0;864.0;864.0;576.0;4;VAGO;1283000.0;125.7843137254902
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;06/2024;20;376000;420500.0;1134.0;756.0;378.0;1;OCUPADO;44500.0;11.835106382978724
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;06/2024;21;113000;310000.0;480.375;480.375;320.25;3;OCUPADO;197000.0;174.3362831858407
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;06/2024;22;79600;121001.91;315.0;315.0;210.0;4;VAGO;41401.91;52.01244974874373
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;06/2024;23;79600;132000.0;315.0;315.0;210.0;7;VAGO;52400.0;65.82914572864321
SETOR INDUSTRIAL I                           ;CEILANDIA;60225;06/2024;24;79600;131091.0;315.0;315.0;210.0;3;OBSTRUIDO;51491.0;64.68718592964824
SETOR CENTRAL                                ;GAMA;1000;06/2024;25;48500;61000.0;4.0;4.0;4.0;2;EM CONSTRUCAO;12500.0;25.773195876288657
SETOR CENTRAL                                ;GAMA;1000;06/2024;26;48500;61000.0;4.0;4.0;4.0;1;VAGO;12500.0;25.773195876288657
SETOR CENTRAL                                ;GAMA;1000;06/2024;27;48500;50010.0;4.0;4.0;4.0;1;VAGO;1510.0;3.11340206185567
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;06/2024;28;352000;704000.0;511.08;511.08;212.95;16;VAGO;352000.0;100.0
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60220;06/2024;30;504000;515000.0;432.0;432.0;144.0;1;VAGO;11000.0;2.1825396825396823
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60221;06/2024;36;1350000;1680000.0;3600.0;2700.0;900.0;1;VAGO;330000.0;24.444444444444443
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;06/2024;38;339000;372900.0;535.48;535.48;535.48;2;VAGO;33900.0;10.0
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;06/2024;39;308000;325530.0;439.91;439.91;439.91;1;VAGO;17530.0;5.691558441558441
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;06/2024;40;301000;312951.0;420.0;420.0;420.0;1;VAGO;11951.0;3.970431893687708
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;06/2024;41;301000;308000.05;420.0;420.0;420.0;1;VAGO;7000.049999999988;2.3255980066445145
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;06/2024;43;313000;315500.0;455.91;455.91;455.91;1;VAGO;2500.0;0.7987220447284344
COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;06/2024;45;338000;350001.5;532.27;532.27;532.27;1;VAGO;12001.5;3.550739644970414
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;06/2024;46;954000;1000111.19;2162.19;2162.19;1441.46;1;VAGO;46111.189999999944;4.8334580712788195
PARANOÁ PARQUE;PARANOA;60221;06/2024;48;916000;1303000.0;3237.539;1798.633;1798.633;2;VAGO;387000.0;42.248908296943235
QN-SAMAMBAIA;SAMAMBAIA;60219;06/2024;53;82900;90000.0;150.0;100.0;50.0;2;OCUPADO;7100.0;8.56453558504222
QS-SAMAMBAIA;SAMAMBAIA;60219;06/2024;55;1850000;2850100.0;5130.0;3420.0;1710.0;2;EM CONSTRUCAO;1000100.0;54.05945945945946
QS-SAMAMBAIA;SAMAMBAIA;60220;06/2024;59;849000;891000.13;2800.23;1866.82;933.41;1;VAGO;42000.130000000005;4.947011778563016
QS-SAMAMBAIA;SAMAMBAIA;60220;06/2024;60;608000;651000.0;1976.4;1317.6;658.8;1;OBSTRUIDO;43000.0;7.072368421052631
QS-SAMAMBAIA;SAMAMBAIA;60220;06/2024;61;614000;651000.0;1996.8;1331.2;665.6;2;OBSTRUIDO;37000.0;6.026058631921824
QS-SAMAMBAIA;SAMAMBAIA;60220;06/2024;62;121000;123758.0;300.0;200.0;100.0;1;VAGO;2758.0;2.2793388429752066
AREA DES/ECONOMICO-AGUAS CLARAS;TAGUATINGA;60224;07/2024;2;1503000;1759636.0;1600.0;1600.0;800.0;2;OCUPADO;256636.0;17.074916833000664
AREA DES/ECONOMICO-AGUAS CLARAS;TAGUATINGA;60227;07/2024;3;195000;275000.5;300.0;300.0;150.0;7;OCUPADO;80000.5;41.025897435897434
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60214;07/2024;4;444000;1025000.0;1591.74;636.696;795.87;50;OBSTRUIDO;581000.0;130.85585585585585
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;07/2024;9;145000;160000.0;483.8;241.9;241.9;5;OCUPADO;15000.0;10.344827586206897
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;07/2024;11;122000;126000.0;401.92;200.96;200.96;1;CONSTRUIDO;4000.0;3.278688524590164
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;07/2024;12;115000;190100.0;377.84;188.92;188.92;4;OCUPADO;75100.0;65.30434782608697
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;07/2024;13;233000;235000.0;795.78;397.89;397.89;1;OCUPADO;2000.0;0.8583690987124464
SETOR HABITACIONAL ARNIQUEIRA;ARNIQUEIRA;60215;07/2024;14;228000;240500.09;779.46;389.73;389.73;2;OCUPADO;12500.089999999997;5.482495614035086
SETOR DE HABITACOES INDIVIDUAIS NORTE        ;BRASILIA;60211;07/2024;16;1570000;1612012.12;1120.0;1120.0;800.0;1;VAGO;42012.12000000011;2.67593121019109
SETOR DE HABITACOES INDIVIDUAIS NORTE        ;BRASILIA;60211;07/2024;23;1420000;1602000.0;934.738;934.738;667.67;3;CERCADO;182000.0;12.816901408450704
SETOR DE HABITACOES INDIVIDUAIS NORTE        ;BRASILIA;60211;07/2024;25;1880000;10160000.0;1530.27;1530.27;1093.05;1;OCUPADO;8280000.0;440.42553191489355
SETOR DE HABITACOES INDIVIDUAIS NORTE        ;BRASILIA;60211;07/2024;25;1880000;10160000.0;1530.27;1530.27;1093.05;1;OCUPADO;8280000.0;440.42553191489355
SETOR DE HABITACOES INDIVIDUAIS NORTE        ;BRASILIA;60211;07/2024;25;1380000;10160000.0;888.062;888.062;634.33;1;OCUPADO;8780000.0;636.231884057971
SETOR DE HABITACOES INDIVIDUAIS NORTE        ;BRASILIA;60211;07/2024;25;1380000;10160000.0;888.062;888.062;634.33;1;OCUPADO;8780000.0;636.231884057971
