DS_CIDADE;DS_SETOR;COD_DESTINACAO_IMOVEL;ANO_VENDA;NR_EDITAL;ITEM_EDITAL;VALOR_LAUDO;PERCENTUAL_ENTRADA;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS;SITUACAO_VISTORIA;TIPO_USO_DESTINACAO;RESIDENCIAL;COMERCIAL;INDUSTRIAL;INSTITUCIONAL;AGIO_ABSOLUTO;AGIO_PERCENTUAL
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-8;102;121000;0.05;165103.4;300.0;200.0;100.0;2;VAGO;Mista;1;1;1;1;44103.399999999994;36.449090909090906
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-8;103;381000;0.05;521000.0;1200.0;800.0;400.0;3;OBSTRUIDO;Mista;1;1;1;1;140000.0;36.74540682414698
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-8;104;381000;0.05;466990.0;1200.0;800.0;400.0;2;VAGO;Mista;1;1;1;1;85990.0;22.569553805774277
SANTA MARIA;SANTA MARIA                                  ;60218;2025;2025-8;110;119000;0.05;130000.0;500.0;280.0;200.0;2;OCUPADO;Mista;1;1;1;1;11000.0;9.243697478991598
SANTA MARIA;SANTA MARIA                                  ;60224;2025;2025-8;111;265000;0.05;270000.0;1440.0;840.0;600.0;2;OCUPADO;Mista;0;1;1;1;5000.0;1.8867924528301887
SAO SEBASTIAO;BAIRRO CRIXÁ;60217;2025;2025-8;113;1940000;0.05;1988500.0;4551.753;1517.251;1517.251;1;VAGO;Mista;1;1;1;1;48500.0;2.5
BRASILIA;SETOR DE HABITACOES INDIVIDUAIS SUL          ;60211;2025;2025-9;12;3760000;1.0;6659999.0;1120.0;1120.0;800.0;12;OCUPADO;Unifamiliar;1;0;0;0;2899999.0;77.1276329787234
BRASILIA;SETOR DE OFICINAS NORTE                      ;60227;2025;2025-9;16;354000;0.05;494550.0;175.0;175.0;125.0;2;OCUPADO;Mista;1;1;1;1;140550.0;39.70338983050847
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60598;2025;2025-9;18;233000;0.05;261000.0;15.0;15.0;15.0;2;OBSTRUIDO;Mista;0;1;1;1;28000.0;12.017167381974248
GAMA;SETOR SUL                                    ;60216;2025;2025-9;21;201000;0.05;207777.77;1250.0;625.0;312.5;1;VAGO;Mista;1;1;1;1;6777.7699999999895;3.3720248756218854
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-9;22;360000;0.05;594720.0;500.928;500.928;208.72;10;VAGO;Unifamiliar;1;0;0;0;234720.0;65.2
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-9;23;260000;0.05;357200.0;345.6;345.6;144.0;4;OBSTRUIDO;Unifamiliar;1;0;0;0;97200.0;37.38461538461538
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-9;24;288000;0.05;513311.2;388.8;388.8;162.0;15;VAGO;Unifamiliar;1;0;0;0;225311.2;78.23305555555557
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-9;25;260000;0.05;435000.0;345.6;345.6;144.0;13;VAGO;Unifamiliar;1;0;0;0;175000.0;67.3076923076923
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-9;26;260000;0.05;433233.95;345.6;345.6;144.0;12;OBSTRUIDO;Unifamiliar;1;0;0;0;173233.95;66.62844230769231
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-9;27;260000;0.05;352561.0;345.6;345.6;144.0;11;EM CONSTRUCAO;Unifamiliar;1;0;0;0;92561.0;35.60038461538462
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-9;28;260000;0.05;442312.0;345.6;345.6;144.0;10;OBSTRUIDO;Unifamiliar;1;0;0;0;182312.0;70.12
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-9;29;260000;0.05;401000.0;345.6;345.6;144.0;10;EM CONSTRUCAO;Unifamiliar;1;0;0;0;141000.0;54.230769230769226
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-9;30;260000;0.05;335999.99;345.6;345.6;144.0;5;EM CONSTRUCAO;Unifamiliar;1;0;0;0;75999.98999999999;29.23076538461538
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-9;34;317000;0.05;335450.0;421.78;421.78;421.78;1;VAGO;Unifamiliar;1;0;0;0;18450.0;5.82018927444795
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-9;42;317000;0.05;323000.0;420.0;420.0;420.0;3;VAGO;Unifamiliar;1;0;0;0;6000.0;1.8927444794952681
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-9;43;317000;0.05;317591.12;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;591.1199999999953;0.18647318611987235
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-9;47;331000;0.05;336211.0;460.84;460.84;460.84;1;VAGO;Unifamiliar;1;0;0;0;5211.0;1.5743202416918427
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-9;48;331000;0.05;332000.0;461.01;461.01;461.01;1;VAGO;Unifamiliar;1;0;0;0;1000.0;0.3021148036253776
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-9;52;376000;0.05;383312.89;600.49;600.49;600.49;1;VAGO;Unifamiliar;1;0;0;0;7312.890000000014;1.944917553191493
SAMAMBAIA;QN-SAMAMBAIA;60217;2025;2025-9;64;689000;0.05;2100000.0;2592.0;1296.0;648.0;13;VAGO;Mista;1;1;1;1;1411000.0;204.78955007256894
SAMAMBAIA;QN-SAMAMBAIA;60217;2025;2025-9;65;158000;0.05;158100.0;350.0;200.0;100.0;1;EM CONSTRUCAO;Mista;1;1;1;1;100.0;0.06329113924050633
SAMAMBAIA;QS-SAMAMBAIA;60217;2025;2025-9;70;158000;0.05;205000.0;350.0;200.0;100.0;4;VAGO;Mista;1;1;1;1;47000.0;29.746835443037973
SAMAMBAIA;QS-SAMAMBAIA;60217;2025;2025-9;71;158000;0.05;161999.99;350.0;200.0;100.0;1;CERCADO;Mista;1;1;1;1;3999.9899999999907;2.5316392405063235
SAMAMBAIA;QS-SAMAMBAIA;60217;2025;2025-9;72;158000;0.05;158010.0;350.0;200.0;100.0;1;OCUPADO;Mista;1;1;1;1;10.0;0.006329113924050634
SAMAMBAIA;QS-SAMAMBAIA;60217;2025;2025-9;73;2500000;0.05;5410000.0;7391.43;4347.9;2173.95;5;VAGO;Mista;1;1;1;1;2910000.0;116.39999999999999
SAMAMBAIA;QS-SAMAMBAIA;60217;2025;2025-9;74;131000;0.05;175550.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;44550.0;34.00763358778626
SAMAMBAIA;QS-SAMAMBAIA;60217;2025;2025-9;75;158000;0.05;159900.0;350.0;200.0;100.0;1;OCUPADO;Mista;1;1;1;1;1900.0;1.2025316455696202
SAMAMBAIA;QS-SAMAMBAIA;60218;2025;2025-9;76;70200;0.05;70200.0;280.0;200.0;100.0;1;OBSTRUIDO;Mista;1;1;1;1;0.0;0.0
SAMAMBAIA;QN-SAMAMBAIA;60219;2025;2025-9;82;116000;0.05;153000.0;300.0;200.0;100.0;3;OBSTRUIDO;Mista;1;1;1;1;37000.0;31.896551724137932
SAMAMBAIA;QN-SAMAMBAIA;60219;2025;2025-9;83;688000;0.05;815000.0;2250.0;1500.0;750.0;3;VAGO;Mista;1;1;1;1;127000.0;18.459302325581394
SAMAMBAIA;QN-SAMAMBAIA;60219;2025;2025-9;84;688000;0.05;815500.0;2250.0;1500.0;750.0;3;VAGO;Mista;1;1;1;1;127500.0;18.531976744186046
SAMAMBAIA;QS-SAMAMBAIA;60219;2025;2025-9;86;819000;0.05;825000.0;2220.0;1480.0;740.0;1;OBSTRUIDO;Mista;1;1;1;1;6000.0;0.7326007326007326
SAMAMBAIA;QS-SAMAMBAIA;60219;2025;2025-9;87;441000;0.05;441778.77;1407.0;938.0;469.0;1;OBSTRUIDO;Mista;1;1;1;1;778.7700000000186;0.17659183673469808
SAMAMBAIA;QS-SAMAMBAIA;60219;2025;2025-9;95;121000;0.05;155555.55;300.0;200.0;100.0;2;VAGO;Mista;1;1;1;1;34555.54999999999;28.558305785123956
SAMAMBAIA;QS-SAMAMBAIA;60219;2025;2025-9;96;202000;0.05;316875.0;585.0;390.0;195.0;1;VAGO;Mista;1;1;1;1;114875.0;56.86881188118812
SAMAMBAIA;QS-SAMAMBAIA;60219;2025;2025-9;98;202000;0.05;205000.0;585.0;390.0;195.0;1;VAGO;Mista;1;1;1;1;3000.0;1.4851485148514851
SAMAMBAIA;QS-SAMAMBAIA;60219;2025;2025-9;100;202000;0.05;230000.0;585.0;390.0;195.0;1;VAGO;Mista;1;1;1;1;28000.0;13.861386138613863
SAMAMBAIA;QN-SAMAMBAIA;60220;2025;2025-9;103;73100;0.05;75000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;1900.0;2.5991792065663475
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-9;104;73100;0.05;110000.0;300.0;200.0;100.0;7;VAGO;Mista;1;1;1;1;36900.0;50.47879616963065
SOBRADINHO;EXPANSAO ECONOMICA                           ;60227;2025;2025-9;110;284000;0.05;371912.0;588.0;420.0;210.0;2;OCUPADO;Mista;1;1;1;1;87912.0;30.95492957746479
TAGUATINGA;BAIRRO AGUAS CLARAS;60217;2025;2025-11;1;4340000;0.05;12000100.0;4500.0;2700.0;900.0;8;VAGO;Mista;1;1;1;1;7660100.0;176.5
ARNIQUEIRA;SETOR HABITACIONAL ARNIQUEIRA;60214;2025;2025-11;2;771000;0.05;1087000.0;2448.9;979.56;1224.45;2;CERCADO;Unifamiliar;1;0;0;0;316000.0;40.985732814526585
ARNIQUEIRA;SETOR HABITACIONAL ARNIQUEIRA;60215;2025;2025-11;4;547000;0.05;700000.0;1687.74;675.096;843.87;4;CONSTRUIDO;Unifamiliar;1;0;0;0;153000.0;27.97074954296161
BRASILIA;SETOR DE HABITACOES INDIVIDUAIS NORTE        ;60211;2025;2025-11;7;1420000;0.2;1551000.0;934.738;934.738;667.67;1;CONSTRUIDO;Unifamiliar;1;0;0;0;131000.0;9.225352112676056
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60598;2025;2025-11;9;276000;0.05;614200.0;20.0;20.0;20.0;2;OBSTRUIDO;Mista;0;1;1;1;338200.0;122.53623188405798
CEILANDIA;SETOR P NORTE-ENTREQUADRA                    ;60216;2025;2025-11;12;64700;0.05;81000.0;160.0;80.0;40.0;7;VAGO;Mista;1;1;1;1;16300.0;25.19319938176198
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2025;2025-11;15;113000;0.05;350000.0;480.375;480.375;320.25;6;OCUPADO;Mista;0;1;1;1;237000.0;209.73451327433628
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2025;2025-11;16;496000;0.05;610000.0;480.375;480.375;320.25;1;OCUPADO;Mista;0;1;1;1;114000.0;22.983870967741936
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-11;20;260000;0.05;451013.13;345.6;345.6;144.0;18;VAGO;Unifamiliar;1;0;0;0;191013.13;73.46658846153846
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-11;21;260000;0.05;451013.13;345.6;345.6;144.0;15;OBSTRUIDO;Unifamiliar;1;0;0;0;191013.13;73.46658846153846
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-11;25;340000;0.05;392200.5;487.37;487.37;487.37;1;VAGO;Unifamiliar;1;0;0;0;52200.5;15.353088235294118
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-11;33;317000;0.05;318405.33;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;1405.3300000000163;0.4433217665615194
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-11;35;317000;0.05;320200.13;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;3200.1300000000047;1.0095047318612003
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-11;37;332000;0.05;338640.0;462.29;462.29;462.29;1;VAGO;Unifamiliar;1;0;0;0;6640.0;2.0
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-11;43;317000;0.05;321101.01;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;4101.010000000009;1.2936940063091513
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2025;2025-11;48;858000;0.05;873780.0;1591.2;1591.2;1060.8;1;VAGO;Unifamiliar;1;0;0;0;15780.0;1.8391608391608392
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2025;2025-11;58;354000;0.05;839600.0;752.46;351.148;250.82;10;CERCADO;Mista;1;1;1;1;485600.0;137.17514124293785
SAMAMBAIA;QR-SAMAMBAIA;60213;2025;2025-11;59;933000;0.05;953000.0;3150.0;1800.0;900.0;1;VAGO;Multifamiliar;1;0;0;0;20000.0;2.1436227224008575
SAMAMBAIA;CENTRO URBANO;60217;2025;2025-11;60;471000;0.05;887000.0;721.32;480.88;240.44;3;VAGO;Mista;1;1;1;1;416000.0;88.32271762208069
SAMAMBAIA;CENTRO URBANO;60217;2025;2025-11;61;3260000;0.05;3600000.0;6027.77;3444.44;1722.22;3;OBSTRUIDO;Mista;1;1;1;1;340000.0;10.429447852760736
SAMAMBAIA;QS-SAMAMBAIA;60218;2025;2025-11;64;83600;0.05;90600.0;140.0;100.0;50.0;1;VAGO;Mista;1;1;1;1;7000.0;8.373205741626794
SAMAMBAIA;QN-SAMAMBAIA;60219;2025;2025-11;66;216000;0.05;273000.0;600.0;400.0;200.0;2;VAGO;Mista;1;1;1;1;57000.0;26.38888888888889
SAMAMBAIA;QN-SAMAMBAIA;60219;2025;2025-11;77;87000;0.05;110000.0;150.0;100.0;50.0;2;VAGO;Mista;1;1;1;1;23000.0;26.436781609195403
SAMAMBAIA;QN-SAMAMBAIA;60220;2025;2025-11;79;1080000;0.05;1361000.0;3421.95;2281.3;1140.65;4;VAGO;Mista;1;1;1;1;281000.0;26.01851851851852
SAMAMBAIA;QN-SAMAMBAIA;60220;2025;2025-11;81;563000;0.05;565000.0;2926.2;1950.8;975.4;1;VAGO;Mista;1;1;1;1;2000.0;0.3552397868561279
SAMAMBAIA;QN-SAMAMBAIA;60220;2025;2025-11;82;331000;0.05;413313.13;1680.0;1120.0;560.0;1;VAGO;Mista;1;1;1;1;82313.13;24.86801510574018
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-11;84;127000;0.05;127109.91;300.0;200.0;100.0;2;VAGO;Mista;1;1;1;1;109.91000000000349;0.08654330708661692
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-11;86;127000;0.05;127109.91;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;109.91000000000349;0.08654330708661692
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-11;87;127000;0.05;127721.73;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;721.7299999999959;0.568291338582674
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-11;89;669000;0.05;691000.0;2075.04;1383.36;691.68;1;VAGO;Mista;1;1;1;1;22000.0;3.288490284005979
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-11;90;127000;0.05;151000.11;300.0;200.0;100.0;3;VAGO;Mista;1;1;1;1;24000.109999999986;18.897724409448806
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-11;93;127000;0.05;180000.0;300.0;200.0;100.0;3;VAGO;Mista;1;1;1;1;53000.0;41.732283464566926
BRASILIA;QUADRAS ECONOMICAS DA EPTG                   ;60213;2025;2025-12;3;1940000;0.05;1952000.0;2153.97;2153.97;717.99;1;VAGO;Multifamiliar;1;0;0;0;12000.0;0.6185567010309279
BRASILIA;SETOR DE OFICINAS NORTE                      ;60227;2025;2025-12;4;544000;0.05;761000.0;282.45;282.45;201.75;3;OCUPADO;Mista;1;1;1;1;217000.0;39.88970588235294
BRASILIA;SETOR DE OFICINAS NORTE                      ;60227;2025;2025-12;5;398000;0.05;398000.0;199.5;199.5;142.5;1;OCUPADO;Mista;1;1;1;1;0.0;0.0
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60602;2025;2025-12;6;5250000;0.05;8804200.0;300.0;300.0;1200.0;2;VAGO;Comercial;0;1;0;0;3554200.0;67.69904761904762
CEILANDIA;SETOR N NORTE-QUADRA COMERCIAL               ;60217;2025;2025-12;7;494000;0.05;711900.0;1300.0;520.0;260.0;3;OCUPADO;Mista;1;1;1;1;217900.0;44.10931174089069
CEILANDIA;SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;60224;2025;2025-12;8;434000;0.05;434000.0;400.0;400.0;200.0;1;OCUPADO;Mista;0;1;1;1;0.0;0.0
CEILANDIA;SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;60227;2025;2025-12;11;153000;0.05;300050.0;300.0;300.0;150.0;4;OCUPADO;Mista;1;1;1;1;147050.0;96.11111111111111
CEILANDIA;SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;60227;2025;2025-12;12;153000;0.05;183600.0;300.0;300.0;150.0;1;OCUPADO;Mista;1;1;1;1;30600.0;20.0
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-12;13;273000;0.05;391200.0;345.6;345.6;144.0;6;OCUPADO;Unifamiliar;1;0;0;0;118200.0;43.2967032967033
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-12;14;273000;0.05;451160.6;345.6;345.6;144.0;11;OBSTRUIDO;Unifamiliar;1;0;0;0;178160.59999999998;65.26029304029302
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60215;2025;2025-12;15;273000;0.05;517000.0;345.6;345.6;144.0;8;OBSTRUIDO;Unifamiliar;1;0;0;0;244000.0;89.37728937728939
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60220;2025;2025-12;17;559000;0.05;571200.0;432.0;432.0;144.0;1;VAGO;Mista;1;1;1;1;12200.0;2.1824686940966007
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-12;28;317000;0.05;317501.0;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;501.0;0.1580441640378549
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-12;29;317000;0.05;317107.07;420.0;420.0;420.0;2;VAGO;Unifamiliar;1;0;0;0;107.07000000000698;0.03377602523659526
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-12;30;350000;0.05;353000.0;515.68;515.68;515.68;2;VAGO;Unifamiliar;1;0;0;0;3000.0;0.8571428571428572
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-12;33;346000;0.05;347524.33;504.54;504.54;504.54;1;VAGO;Unifamiliar;1;0;0;0;1524.3300000000163;0.4405578034682128
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-12;35;326000;0.05;326503.99;447.16;447.16;447.16;1;VAGO;Unifamiliar;1;0;0;0;503.9899999999907;0.15459815950919958
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-12;36;352000;0.05;355000.0;523.32;523.32;523.32;1;VAGO;Unifamiliar;1;0;0;0;3000.0;0.8522727272727272
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2025;2025-12;40;621000;0.05;721000.0;1167.465;1167.465;778.31;6;CONSTRUIDO;Unifamiliar;1;0;0;0;100000.0;16.10305958132045
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;2025;2025-12;52;183000;0.05;187100.0;403.48;363.132;201.74;3;VAGO;Mista;1;1;1;1;4100.0;2.2404371584699456
RECANTO DAS EMAS;AREA DE DESENVOLVIMENTO ECONOMICO;60227;2025;2025-12;56;184000;0.05;300000.0;562.8;562.8;140.7;3;OCUPADO;Mista;1;1;1;1;116000.0;63.04347826086957
SAMAMBAIA;QR-SAMAMBAIA;60213;2025;2025-12;57;323000;0.05;323000.0;1750.0;1000.0;500.0;1;OBSTRUIDO;Multifamiliar;1;0;0;0;0.0;0.0
SAMAMBAIA;CENTRO URBANO;60217;2025;2025-12;59;471000;0.05;817000.0;721.32;480.88;240.44;4;VAGO;Mista;1;1;1;1;346000.0;73.46072186836517
SAMAMBAIA;CENTRO URBANO;60217;2025;2025-12;60;471000;0.05;511001.59;720.66;480.44;240.22;1;VAGO;Mista;1;1;1;1;40001.590000000026;8.492906581740982
SAMAMBAIA;CENTRO URBANO;60217;2025;2025-12;61;487000;0.05;491001.59;750.0;500.0;250.0;1;VAGO;Mista;1;1;1;1;4001.5900000000256;0.8216817248460011
SAMAMBAIA;CENTRO URBANO;60217;2025;2025-12;62;487000;0.05;491001.59;750.0;500.0;250.0;1;VAGO;Mista;1;1;1;1;4001.5900000000256;0.8216817248460011
SAMAMBAIA;QN-SAMAMBAIA;60217;2025;2025-12;63;166000;0.05;167501.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;1501.0;0.9042168674698795
SAMAMBAIA;QN-SAMAMBAIA;60217;2025;2025-12;64;166000;0.05;166000.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;0.0;0.0
SAMAMBAIA;QN-SAMAMBAIA;60217;2025;2025-12;65;166000;0.05;194227.77;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;28227.76999999999;17.00468072289156
SAMAMBAIA;QN-SAMAMBAIA;60217;2025;2025-12;68;166000;0.05;175000.0;350.0;200.0;100.0;1;OCUPADO;Mista;1;1;1;1;9000.0;5.421686746987952
SAMAMBAIA;QS-SAMAMBAIA;60217;2025;2025-12;69;902000;0.05;950000.0;2998.8;1764.0;882.0;1;OCUPADO;Mista;1;1;1;1;48000.0;5.321507760532151
SAMAMBAIA;QN-SAMAMBAIA;60219;2025;2025-12;74;153000;0.05;155000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;2000.0;1.3071895424836601
SAMAMBAIA;QN-SAMAMBAIA;60219;2025;2025-12;75;153000;0.05;155000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;2000.0;1.3071895424836601
SAMAMBAIA;QN-SAMAMBAIA;60220;2025;2025-12;82;794000;0.05;990000.0;2483.46;1655.64;827.82;1;VAGO;Mista;1;1;1;1;196000.0;24.68513853904282
SAMAMBAIA;QN-SAMAMBAIA;60220;2025;2025-12;83;1030000;0.05;1081000.0;3245.16;2163.44;1081.72;1;VAGO;Mista;1;1;1;1;51000.0;4.951456310679612
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-12;84;908000;0.05;1428000.0;2854.35;1902.9;951.45;4;VAGO;Mista;1;1;1;1;520000.0;57.268722466960355
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-12;85;203000;0.05;251000.0;556.5;371.0;185.5;1;VAGO;Mista;1;1;1;1;48000.0;23.645320197044335
SAMAMBAIA;QS-SAMAMBAIA;60220;2025;2025-12;87;198000;0.05;215000.0;540.0;360.0;180.0;3;OBSTRUIDO;Mista;1;1;1;1;17000.0;8.585858585858585
SOBRADINHO;SOBRADINHO                                   ;60214;2025;2025-12;89;374000;0.05;476000.0;735.0;735.0;350.0;7;VAGO;Unifamiliar;1;0;0;0;102000.0;27.27272727272727
CEILANDIA;SETOR M NORTE-QUADRA RESIDENCIAL             ;60219;2025;2025-13;2;289000;0.05;376800.0;750.0;500.0;250.0;4;CERCADO;Mista;1;1;1;1;87800.0;30.38062283737024
CEILANDIA;SETOR N NORTE-QUADRA RESIDENCIAL             ;60219;2025;2025-13;3;286000;0.05;291500.0;750.0;500.0;250.0;1;OCUPADO;Mista;1;1;1;1;5500.0;1.9230769230769231
CEILANDIA;SETOR M NORTE-QUADRA RESIDENCIAL             ;60220;2025;2025-13;5;361000;0.05;364971.0;1000.0;500.0;250.0;1;CERCADO;Mista;1;1;1;1;3971.0;1.0999999999999999
CEILANDIA;SETOR M NORTE-QUADRA RESIDENCIAL             ;60220;2025;2025-13;8;361000;0.05;373000.0;1000.0;500.0;250.0;1;CERCADO;Mista;1;1;1;1;12000.0;3.32409972299169
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-13;9;310000;0.05;523011.19;399.6;399.6;166.5;15;VAGO;Unifamiliar;1;0;0;0;213011.19;68.7132870967742
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-13;10;310000;0.05;511527.0;399.6;399.6;166.5;9;VAGO;Unifamiliar;1;0;0;0;201527.0;65.00870967741935
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2025;2025-13;11;298000;0.05;497000.0;381.456;381.456;158.94;6;VAGO;Unifamiliar;1;0;0;0;199000.0;66.77852348993288
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-13;21;328000;0.05;330000.0;452.96;452.96;452.96;1;VAGO;Unifamiliar;1;0;0;0;2000.0;0.6097560975609756
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-13;24;335000;0.05;337777.77;472.27;472.27;472.27;1;VAGO;Unifamiliar;1;0;0;0;2777.7700000000186;0.8291850746268712
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-13;31;317000;0.05;318200.0;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;1200.0;0.3785488958990536
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-13;34;335000;0.05;335102.0;472.27;472.27;472.27;1;VAGO;Unifamiliar;1;0;0;0;102.0;0.03044776119402985
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;2025;2025-13;35;362000;0.05;380000.2;554.58;554.58;554.58;3;VAGO;Unifamiliar;1;0;0;0;18000.20000000001;4.9724309392265225
