CD_IMOVEL;DS_CIDADE;DS_SETOR;COD_DESTINACAO_IMOVEL;DS_DESTINACAO_IMOVEL;TIPO_USO_DESTINACAO;ANO_VENDA;NR_EDITAL;ITEM_EDITAL;VALOR_LAUDO;PERCENTUAL_ENTRADA;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS
565007;SAMAMBAIA;QR-SAMAMBAIA;60217;UOS CSIIR 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;6;59;803000;5;1000000;2460535;1406.02;703.01;1
565009;SAMAMBAIA;QR-SAMAMBAIA;60217;UOS CSIIR 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;6;60;1110000;5;1350000;3439.87;1965.64;982.82;1
76410;SAMAMBAIA;QN-SAMAMBAIA;60219;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;6;61;1220000;5;1790999.99;3536.94;2357.96;1178.98;2
78482;SAMAMBAIA;QN-SAMAMBAIA;60219;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;6;63;139000;5;180001.99;300;200;100;1
193297;SAMAMBAIA;QS-SAMAMBAIA;60219;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;6;68;698000;5;1611000;2408.97;1605.98;802.99;2
465892;SAMAMBAIA;QS-SAMAMBAIA;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;6;79;69800;5;100000;300;200;100;3
467498;SAMAMBAIA;QS-SAMAMBAIA;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;6;80;176000;5;178500;528;352;176;3
467500;SAMAMBAIA;QS-SAMAMBAIA;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;6;82;176000;5;181500;528;352;176;1
468772;SAMAMBAIA;QS-SAMAMBAIA;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;6;83;71000;5;77000;307.5;205;102.5;1
63212;SOBRADINHO;SOBRADINHO                                   ;60217;UOS CSIIR 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;6;91;1270000;5;1819738;1200;1200;400;1
212182;TAGUATINGA;BAIRRO AGUAS CLARAS;60217;UOS CSIIR 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;1;636000;5;951000.9;600;360;300;11
57773;BRASILIA;SETOR DE HABITACOES INDIVIDUAIS SUL          ;60228;UOS INST - INSTITUCIONAL, ONDE Á PERMITIDO EXCLUSIVAMENTE O USO INSTITUCIONAL, PÁBLICO OU PRIVADO. (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Coletivo;2023;7;8;2140000;5;7600000;840;840;1200;22
181097;CEILANDIA;SETOR N NORTE-QUADRA RESIDENCIAL             ;60217;UOS CSIIR 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;11;3670000;5;3850000;13094.1;4364.7;2182.35;1
64381;CEILANDIA;SETOR O NORTE                                ;60217;UOS CSIIR 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;12;1720000;5;2121000;7650;5100;2550;1
155144;CEILANDIA;SETOR O NORTE-QUADRA RESIDENCIAL             ;60219;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;14;354000;5;354000;1134;756;378;1
213082;CEILANDIA;SETOR DE MATERIAL DE CONSTRUCAO              ;60225;UOS CSIIND 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, LOCALIZADA NAS ÁREAS INDUSTRIAIS E DE OFICINAS, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS) ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2023;7;15;294000;5;2210000;2100;2100;1050;4
213084;CEILANDIA;SETOR DE MATERIAL DE CONSTRUCAO              ;60225;UOS CSIIND 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, LOCALIZADA NAS ÁREAS INDUSTRIAIS E DE OFICINAS, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS) ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2023;7;16;294000;5;2200000;2100;2100;1050;6
61670;GAMA;SETOR SUL                                    ;60215;UOS RO 2 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL EXCLUSIVAMENTE NO PAVIMENTO DIRETAMENTE ABERTO PARA LOGRADOURO PÁBLICO E INDEPENDENTE DA HABITAÇÕO(VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2023;7;26;141000;5;142800;625;625;312.5;1
61640;GAMA;SETOR SUL                                    ;60216;UOS CSIIR 1 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;27;191000;5;222000;1250;625;312.5;1
594209;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;31;263000;5;430000.01;380765;380765;158652;5
595202;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60215;UOS RO 2 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL EXCLUSIVAMENTE NO PAVIMENTO DIRETAMENTE ABERTO PARA LOGRADOURO PÁBLICO E INDEPENDENTE DA HABITAÇÕO(VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2023;7;32;316000;5;472999.99;470496;470496;196.04;6
595203;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60215;UOS RO 2 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL EXCLUSIVAMENTE NO PAVIMENTO DIRETAMENTE ABERTO PARA LOGRADOURO PÁBLICO E INDEPENDENTE DA HABITAÇÕO(VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2023;7;33;238000;5;300000;339648;339648;141.52;4
595877;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60222;UOS CSII 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2023;7;34;1320000;5;1501000.96;3600;2700;900;3
807350;PARANOA;PARANOÁ PARQUE;60221;UOS CSII 1 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2023;7;38;787000;5;851000;2907907;1615504;1615504;1
807351;PARANOA;PARANOÁ PARQUE;60221;UOS CSII 1 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2023;7;39;804000;5;815000;2993411;1663006;1663006;1
807354;PARANOA;PARANOÁ PARQUE;60221;UOS CSII 1 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2023;7;40;804000;5;810000;2993407;1663004;1663004;1
807359;PARANOA;PARANOÁ PARQUE;60221;UOS CSII 1 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2023;7;41;804000;5;805000;2993411;1663006;1663006;1
472404;RECANTO DAS EMAS;AREA DE DESENVOLVIMENTO ECONOMICO;60227;UOS CSIINDR - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL, RESIDENCIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, LOCALIZADA NAS ÁREAS INDUSTRIAIS E DE OFICINAS, EM LOTES DE MENOR PORTE, SENDO FACULTADO O USO RESIDENCIAL, EXCLUSIVAMENTE NOS PAVIMENTOS SUPERIORES, E CONDICIONADO A EXISTÁNCIA DE USO NÁO RESIDENCIAL. (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;53;319000;5;352100;1135876;1135876;283969;2
195692;SAMAMBAIA;QR-SAMAMBAIA;60213;UOS RE 3 - RESIDENCIAL EXCLUSIVO, NA CATEGORIA HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS COMBINADA OU NÁO COM A TIPOLOGIA DE APARTAMENTOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;57;1050000;5;1351000.97;3150;1800;900;2
195693;SAMAMBAIA;QR-SAMAMBAIA;60213;UOS RE 3 - RESIDENCIAL EXCLUSIVO, NA CATEGORIA HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS COMBINADA OU NÁO COM A TIPOLOGIA DE APARTAMENTOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;58;1050000;5;1352000.97;3150;1800;900;2
81064;SAMAMBAIA;QS-SAMAMBAIA;60217;UOS CSIIR 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;63;1080000;5;1080960;3175.09;1867.7;933.85;1
81065;SAMAMBAIA;QS-SAMAMBAIA;60217;UOS CSIIR 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2023;7;64;1310000;5;1554400;3902.01;2295.3;1147.65;2
